store_nbr,date,unit_sales
1,2013-09-11,6098.9039999999995
1,2013-09-12,5374.128999999999
1,2013-09-13,5906.7959999999985
1,2013-09-14,5351.597000000001
1,2013-09-15,2554.6490000000003
1,2013-09-16,6000.159000000001
1,2013-09-17,5010.839
1,2013-09-18,5642.8009999999995
1,2013-09-19,5064.118
1,2013-09-20,5621.107000000001
1,2013-09-21,5573.482
1,2013-09-22,2216.21
1,2013-09-23,5487.168999999999
1,2013-09-24,5622.481999999999
1,2013-09-25,6198.4810000000025
1,2013-09-26,5245.918
1,2013-09-27,6130.22
1,2013-09-28,5268.830999999997
1,2013-09-29,2694.199
1,2013-09-30,5716.807000000001
1,2013-10-01,6542.956000000001
1,2013-10-02,7378.660000000003
1,2013-10-03,5434.256
1,2013-10-04,6844.9800000000005
1,2013-10-05,5555.948
1,2013-10-06,2523.411
1,2013-10-07,5765.593000000001
1,2013-10-08,5732.352000000001
1,2013-10-09,6104.367000000001
1,2013-10-10,5369.694
1,2013-10-11,4216.153
1,2013-10-12,4028.2360000000003
1,2013-10-13,2329.0710000000004
1,2013-10-14,5285.17
1,2013-10-15,5423.210000000001
1,2013-10-16,6121.037000000002
1,2013-10-17,5657.765
1,2013-10-18,6565.253
1,2013-10-19,5723.311000000001
1,2013-10-20,2550.31
1,2013-10-21,5879.459000000003
1,2013-10-22,5429.208
1,2013-10-23,6429.411
1,2013-10-24,4811.803000000001
1,2013-10-25,6262.030000000001
1,2013-10-26,5558.935
1,2013-10-27,2676.0750000000003
1,2013-10-28,5494.162999999999
1,2013-10-29,5739.275999999999
1,2013-10-30,5845.979999999999
1,2013-10-31,5137.647999999998
1,2013-11-01,7045.106999999999
1,2013-11-02,5140.715
1,2013-11-03,2613.7060000000006
1,2013-11-04,5930.200999999999
1,2013-11-05,6376.74
1,2013-11-06,6596.1089999999995
1,2013-11-07,5574.359999999998
1,2013-11-08,7560.176000000002
1,2013-11-09,5711.290000000002
1,2013-11-10,2787.438
1,2013-11-11,5828.916000000003
1,2013-11-12,5235.32
1,2013-11-13,7397.795000000004
1,2013-11-14,5834.099000000003
1,2013-11-15,6829.480999999997
1,2013-11-16,5812.263
1,2013-11-17,2389.143000000001
1,2013-11-18,6396.04
1,2013-11-19,6475.074
1,2013-11-20,7099.558
1,2013-11-21,5481.077999999997
1,2013-11-22,6937.855
1,2013-11-23,5538.412000000001
1,2013-11-24,2329.6740000000004
1,2013-11-25,6508.036000000001
1,2013-11-26,5917.107000000001
1,2013-11-27,6767.214999999997
1,2013-11-28,5409.572999999999
1,2013-11-29,6520.255000000001
1,2013-11-30,6046.876000000001
1,2013-12-01,2846.6159999999995
1,2013-12-02,6691.943000000002
1,2013-12-03,6333.197999999999
1,2013-12-04,9158.645000000006
1,2013-12-05,5920.249999999999
1,2013-12-06,3094.0350000000008
1,2013-12-07,5387.647000000001
1,2013-12-08,2435.6329999999994
1,2013-12-09,6442.1020000000035
1,2013-12-10,7488.415
1,2013-12-11,8486.091000000002
1,2013-12-12,7966.510999999995
1,2013-12-13,7629.720999999998
1,2013-12-14,7158.147999999998
1,2013-12-15,3157.155000000001
1,2013-12-16,7651.486000000003
1,2013-12-17,6812.793
1,2013-12-18,9382.838000000003
1,2013-12-19,7930.986000000003
1,2013-12-20,10906.778000000002
1,2013-12-21,8320.062999999998
1,2013-12-22,5450.846000000004
1,2013-12-23,11476.883000000002
1,2013-12-24,8536.046
1,2013-12-26,6151.595000000006
1,2013-12-27,7440.178999999999
1,2013-12-28,4532.439
1,2013-12-29,1819.252
1,2013-12-30,5754.395000000001
1,2013-12-31,4618.152999999999
1,2014-01-02,12034.864999999993
1,2014-01-03,11700.451399999994
1,2014-01-04,10863.582000000002
1,2014-01-05,4634.572999999998
1,2014-01-06,10766.977999999997
1,2014-01-07,9582.605
1,2014-01-08,13372.518600000001
1,2014-01-09,9817.640000000007
1,2014-01-10,10688.559600000004
1,2014-01-11,10123.370000000004
1,2014-01-12,4477.640999999998
1,2014-01-13,10587.844999999996
1,2014-01-14,9212.401999999996
1,2014-01-15,12945.315499999999
1,2014-01-16,8728.827999999996
1,2014-01-17,11014.48990000001
1,2014-01-18,10084.038999999992
1,2014-01-19,4611.47
1,2014-01-20,9262.298999999997
1,2014-01-21,10658.404999999995
1,2014-01-22,12342.995399999996
1,2014-01-23,9154.474999999995
1,2014-01-24,11079.889100000004
1,2014-01-25,8688.381000000007
1,2014-01-26,4675.985000000001
1,2014-01-27,9643.897
1,2014-01-28,8987.657000000005
1,2014-01-29,12354.567699999998
1,2014-01-30,8977.836999999992
1,2014-01-31,10591.189799999996
1,2014-02-01,6642.345000000003
1,2014-02-02,2490.6730000000002
1,2014-02-03,6181.273999999999
1,2014-02-04,5704.709
1,2014-02-05,7413.177000000001
1,2014-02-06,5684.777000000002
1,2014-02-07,6527.882800000001
1,2014-02-08,6081.824999999998
1,2014-02-09,2393.5140000000006
1,2014-02-10,5819.103999999999
1,2014-02-11,6135.151000000003
1,2014-02-12,7494.976
1,2014-02-13,5631.580999999999
1,2014-02-14,7060.8899999999985
1,2014-02-15,6569.446000000002
1,2014-02-16,2770.9480000000003
1,2014-02-17,5684.3690000000015
1,2014-02-18,6545.479
1,2014-02-19,6782.930999999998
1,2014-02-20,5634.373000000001
1,2014-02-21,6018.0306
1,2014-02-22,6236.953000000002
1,2014-02-23,2334.053000000001
1,2014-02-24,6140.983000000001
1,2014-02-25,5916.787999999999
1,2014-02-26,6044.603999999998
1,2014-02-27,4832.924000000001
1,2014-02-28,6684.7386000000015
1,2014-03-01,8303.316999999994
1,2014-03-02,2341.381
1,2014-03-03,2960.4149999999995
1,2014-03-04,3861.0359999999996
1,2014-03-05,13222.915299999999
1,2014-03-06,10616.615
1,2014-03-07,11837.095599999997
1,2014-03-08,9916.468999999996
1,2014-03-09,5084.255
1,2014-03-10,9983.393000000002
1,2014-03-11,9595.984999999997
1,2014-03-12,13517.538400000001
1,2014-03-13,8686.63
1,2014-03-14,10067.934300000003
1,2014-03-15,9029.670000000006
1,2014-03-16,5416.575999999997
1,2014-03-17,10120.123999999996
1,2014-03-18,9722.977
1,2014-03-19,11942.626499999998
1,2014-03-20,8595.955000000002
1,2014-03-21,10828.4631
1,2014-03-22,10091.754000000006
1,2014-03-23,4504.2940000000035
1,2014-03-24,9187.036
1,2014-03-25,9468.110999999997
1,2014-03-26,11996.315900000009
1,2014-03-27,8356.738000000003
1,2014-03-28,10277.43080000001
1,2014-03-29,10258.319999999996
1,2014-03-30,4553.457999999998
1,2014-03-31,9569.715999999999
1,2014-04-01,7030.400999999999
1,2014-04-02,7734.189
1,2014-04-03,5534.842000000002
1,2014-04-04,7955.9677999999985
1,2014-04-05,6592.682
1,2014-04-06,3121.13
1,2014-04-07,6745.323999999998
1,2014-04-08,5399.66
1,2014-04-09,7089.188999999999
1,2014-04-10,5723.522999999999
1,2014-04-11,6603.928100000003
1,2014-04-12,6133.685
1,2014-04-13,2462.7919999999995
1,2014-04-14,5778.303000000002
1,2014-04-15,5928.375000000001
1,2014-04-16,7022.799999999999
1,2014-04-17,5588.882
1,2014-04-18,2998.2019000000014
1,2014-04-19,4332.51
1,2014-04-20,2432.9840000000004
1,2014-04-21,6201.179999999999
1,2014-04-22,5553.08
1,2014-04-23,8424.759000000005
1,2014-04-24,5813.086999999999
1,2014-04-25,7112.472300000002
1,2014-04-26,6384.505000000004
1,2014-04-27,2369.78
1,2014-04-28,5777.803999999996
1,2014-04-29,5882.332
1,2014-04-30,7410.024999999999
1,2014-05-01,2569.4809999999998
1,2014-05-02,7872.436899999998
1,2014-05-03,7047.21
1,2014-05-04,2688.856000000001
1,2014-05-05,4868.708
1,2014-05-06,7284.114999999999
1,2014-05-07,7393.544000000003
1,2014-05-08,5546.685
1,2014-05-09,7596.669400000002
1,2014-05-10,7075.7170000000015
1,2014-05-11,2383.417
1,2014-05-12,6006.814999999998
1,2014-05-13,6703.55
1,2014-05-14,6556.992
1,2014-05-15,5704.361000000001
1,2014-05-16,7313.1204000000025
1,2014-05-17,6081.559000000002
1,2014-05-18,2589.5679999999984
1,2014-05-19,6796.844999999999
1,2014-05-20,6606.285000000003
1,2014-05-21,6795.899
1,2014-05-22,5706.399000000003
1,2014-05-23,6328.5587000000005
1,2014-05-24,6006.517
1,2014-05-25,2395.622
1,2014-05-26,6066.194000000001
1,2014-05-27,4984.335
1,2014-05-28,6934.918000000003
1,2014-05-29,5247.004000000001
1,2014-05-30,8215.244200000001
1,2014-05-31,6041.626000000001
1,2014-06-01,2802.719
1,2014-06-02,7120.855000000001
1,2014-06-03,6652.412999999999
1,2014-06-04,7473.02
1,2014-06-05,6036.695999999999
1,2014-06-06,7853.178099999996
1,2014-06-07,6007.946999999999
1,2014-06-08,2214.504
1,2014-06-09,6228.62
1,2014-06-10,5886.043999999999
1,2014-06-11,7314.068000000004
1,2014-06-12,5485.535999999999
1,2014-06-13,7256.338299999998
1,2014-06-14,7185.759000000005
1,2014-06-15,1755.3670000000002
1,2014-06-16,6469.2869999999975
1,2014-06-17,5810.602999999999
1,2014-06-18,6563.048000000001
1,2014-06-19,5595.294000000002
1,2014-06-20,8202.7465
1,2014-06-21,6671.711999999999
1,2014-06-22,2449.529
1,2014-06-23,6320.215999999999
1,2014-06-24,5659.713999999999
1,2014-06-25,6971.1820000000025
1,2014-06-26,6012.035999999998
1,2014-06-27,8100.363499999997
1,2014-06-28,6084.975000000001
1,2014-06-29,2416.7680000000005
1,2014-06-30,5970.378999999999
1,2014-07-01,9649.173
1,2014-07-02,14812.346000000009
1,2014-07-03,9593.299000000003
1,2014-07-04,11822.021000000004
1,2014-07-05,8368.501999999999
1,2014-07-06,4429.332999999998
1,2014-07-07,10168.345000000001
1,2014-07-08,9100.603000000001
1,2014-07-09,12147.940999999997
1,2014-07-10,9155.300000000005
1,2014-07-11,10780.602000000006
1,2014-07-12,9308.512000000002
1,2014-07-13,4499.210000000002
1,2014-07-14,9980.273
1,2014-07-15,9225.375999999993
1,2014-07-16,11970.104999999998
1,2014-07-17,8708.170999999998
1,2014-07-18,10811.152999999997
1,2014-07-19,9713.058000000006
1,2014-07-20,3792.86
1,2014-07-21,10118.514000000003
1,2014-07-22,9679.421000000002
1,2014-07-23,11188.52
1,2014-07-24,8615.94800000001
1,2014-07-25,10000.73
1,2014-07-26,8792.465000000006
1,2014-07-27,3780.808000000001
1,2014-07-28,9018.717000000006
1,2014-07-29,9249.057
1,2014-07-30,10970.338999999989
1,2014-07-31,9305.559000000003
1,2014-08-01,7806.689000000001
1,2014-08-02,6057.589999999997
1,2014-08-03,2353.7219999999998
1,2014-08-04,6894.018000000003
1,2014-08-05,6034.11
1,2014-08-06,6307.939000000001
1,2014-08-07,5208.1320000000005
1,2014-08-08,7653.309000000002
1,2014-08-09,5666.583
1,2014-08-10,2320.303999999999
1,2014-08-11,6019.557999999999
1,2014-08-12,5236.424000000003
1,2014-08-13,7177.143999999997
1,2014-08-14,5829.915999999999
1,2014-08-15,6912.126
1,2014-08-16,5782.002999999998
1,2014-08-17,2488.339
1,2014-08-18,5838.878000000001
1,2014-08-19,5242.299000000004
1,2014-08-20,6880.688000000002
1,2014-08-21,6034.266000000004
1,2014-08-22,6924.622000000001
1,2014-08-23,5699.9190000000035
1,2014-08-24,2299.636
1,2014-08-25,5579.970000000004
1,2014-08-26,5542.153999999997
1,2014-08-27,6601.723000000004
1,2014-08-28,4860.695000000001
1,2014-08-29,7610.319
1,2014-08-30,6532.2300000000005
1,2014-08-31,2912.4339999999993
1,2014-09-01,10969.092000000011
1,2014-09-02,10751.012000000004
1,2014-09-03,12646.868000000008
1,2014-09-04,8847.568
1,2014-09-05,11518.214000000007
1,2014-09-06,10191.576000000008
1,2014-09-07,4787.517999999998
1,2014-09-08,10839.942999999997
1,2014-09-09,10222.207999999997
1,2014-09-10,12134.201000000008
1,2014-09-11,9783.739000000001
1,2014-09-12,10121.306000000006
1,2014-09-13,9576.454
1,2014-09-14,5032.420999999999
1,2014-09-15,9379.698999999997
1,2014-09-16,9769.905999999997
1,2014-09-17,12013.202000000001
1,2014-09-18,8527.190999999997
1,2014-09-19,10086.329
1,2014-09-20,10740.699999999997
1,2014-09-21,4808.599
1,2014-09-22,8939.849999999995
1,2014-09-23,9219.737000000001
1,2014-09-24,12576.187000000007
1,2014-09-25,9321.836
1,2014-09-26,9878.165999999997
1,2014-09-27,10779.002000000011
1,2014-09-28,4752.113
1,2014-09-29,9997.415999999992
1,2014-09-30,9332.828
1,2014-10-01,14093.20200000001
1,2014-10-02,10415.537999999997
1,2014-10-03,12998.61200000001
1,2014-10-04,11982.684999999994
1,2014-10-05,4996.582
1,2014-10-06,9985.156999999997
1,2014-10-07,9149.681999999999
1,2014-10-08,12656.042999999992
1,2014-10-09,9144.302
1,2014-10-10,5455.48
1,2014-10-11,8605.297999999997
1,2014-10-12,4161.074
1,2014-10-13,9958.742999999997
1,2014-10-14,10530.823999999999
1,2014-10-15,12210.306400000001
1,2014-10-16,9387.887000000008
1,2014-10-17,10479.597
1,2014-10-18,11063.901999999998
1,2014-10-19,5440.934000000001
1,2014-10-20,9833.98199999999
1,2014-10-21,8768.161000000006
1,2014-10-22,12626.884999999987
1,2014-10-23,8583.776999999995
1,2014-10-24,10218.456000000006
1,2014-10-25,9671.52699999999
1,2014-10-26,5161.099999999997
1,2014-10-27,10133.547999999992
1,2014-10-28,8414.216000000002
1,2014-10-29,12226.112
1,2014-10-30,9255.495
1,2014-10-31,11131.579999999996
1,2014-11-01,7928.994000000002
1,2014-11-02,3242.0560000000014
1,2014-11-03,4472.119999999999
1,2014-11-04,10387.527999999991
1,2014-11-05,14717.783999999992
1,2014-11-06,9689.043000000003
1,2014-11-07,10642.417999999996
1,2014-11-08,10069.003000000002
1,2014-11-09,4750.965999999999
1,2014-11-10,9189.821
1,2014-11-11,9717.11799999999
1,2014-11-12,12185.866999999995
1,2014-11-13,9262.553000000004
1,2014-11-14,9809.37700000001
1,2014-11-15,10471.291
1,2014-11-16,5420.276000000002
1,2014-11-17,10206.562999999995
1,2014-11-18,10905.223000000009
1,2014-11-19,12583.195000000003
1,2014-11-20,9345.747999999996
1,2014-11-21,10196.285000000003
1,2014-11-22,10008.385000000002
1,2014-11-23,5028.039000000001
1,2014-11-24,9546.542999999998
1,2014-11-25,9275.026000000002
1,2014-11-26,13066.438000000006
1,2014-11-27,8407.379000000003
1,2014-11-28,10104.48700000001
1,2014-11-29,9693.378999999999
1,2014-11-30,4868.092000000003
1,2014-12-01,11009.652000000007
1,2014-12-02,9985.883000000009
1,2014-12-03,13598.769999999991
1,2014-12-04,10817.062000000002
1,2014-12-05,10996.845999999996
1,2014-12-06,8846.293999999998
1,2014-12-07,4674.219999999997
1,2014-12-08,10686.636000000002
1,2014-12-09,10861.782000000005
1,2014-12-10,15642.736700000005
1,2014-12-11,11736.022000000003
1,2014-12-12,10623.036000000002
1,2014-12-13,10683.493999999999
1,2014-12-14,5008.342000000003
1,2014-12-15,11730.244
1,2014-12-16,12286.738000000005
1,2014-12-17,13995.167999999996
1,2014-12-18,11976.335999999994
1,2014-12-19,13083.348
1,2014-12-20,12562.634000000004
1,2014-12-21,7662.1770000000015
1,2014-12-22,13743.307999999995
1,2014-12-23,13523.495999999997
1,2014-12-24,12834.100999999999
1,2014-12-26,9701.672999999988
1,2014-12-27,6548.209
1,2014-12-28,2818.9799999999996
1,2014-12-29,9580.585000000001
1,2014-12-30,11038.834999999992
1,2014-12-31,10756.987999999994
1,2015-01-02,4797.802999999998
1,2015-01-03,5270.968999999999
1,2015-01-04,3035.1469999999995
1,2015-01-05,8494.916
1,2015-01-06,6931.214000000001
1,2015-01-07,8341.813
1,2015-01-08,6301.8899999999985
1,2015-01-09,7622.522
1,2015-01-10,7375.162999999997
1,2015-01-11,2930.3210000000004
1,2015-01-12,7320.509
1,2015-01-13,7260.772000000001
1,2015-01-14,7455.8150000000005
1,2015-01-15,5525.602999999999
1,2015-01-16,7622.984999999998
1,2015-01-17,7521.470999999999
1,2015-01-18,2915.433999999999
1,2015-01-19,7185.956999999999
1,2015-01-20,6244.418000000001
1,2015-01-21,7495.844999999999
1,2015-01-22,6531.594999999999
1,2015-01-23,7298.336999999996
1,2015-01-24,6537.566999999999
1,2015-01-25,2610.2609999999995
1,2015-01-26,6404.880999999999
1,2015-01-27,5989.553999999997
1,2015-01-28,7486.481999999999
1,2015-01-29,6773.1269999999995
1,2015-01-30,8636.571999999996
1,2015-01-31,7274.060999999998
1,2015-02-01,3249.4619999999995
1,2015-02-02,7915.9969999999985
1,2015-02-03,7162.597000000001
1,2015-02-04,7345.5909999999985
1,2015-02-05,5934.153000000001
1,2015-02-06,7519.287000000001
1,2015-02-07,6761.331000000003
1,2015-02-08,3035.288
1,2015-02-09,6558.349000000002
1,2015-02-10,6830.422999999998
1,2015-02-11,6718.3679999999995
1,2015-02-12,6056.028
1,2015-02-13,7323.951
1,2015-02-14,5419.901000000002
1,2015-02-15,1926.7410000000004
1,2015-02-16,2053.5220000000004
1,2015-02-17,1858.5620000000004
1,2015-02-18,7123.381000000002
1,2015-02-19,5408.486000000001
1,2015-02-20,7950.327
1,2015-02-21,7214.185000000001
1,2015-02-22,2932.0750000000003
1,2015-02-23,6769.553000000002
1,2015-02-24,6157.185
1,2015-02-25,7147.013
1,2015-02-26,5764.932000000001
1,2015-02-27,7717.961999999997
1,2015-02-28,6960.8
1,2015-03-01,3324.6320000000005
1,2015-03-02,6953.340000000002
1,2015-03-03,7073.354000000001
1,2015-03-04,7540.4969999999985
1,2015-03-05,6554.470999999998
1,2015-03-06,7240.658
1,2015-03-07,7828.7789999999995
1,2015-03-08,2879.1749999999993
1,2015-03-09,8072.940000000001
1,2015-03-10,6833.652
1,2015-03-11,7774.883
1,2015-03-12,5766.167999999999
1,2015-03-13,8347.091999999997
1,2015-03-14,7518.053999999998
1,2015-03-15,2918.1910000000007
1,2015-03-16,6853.396999999998
1,2015-03-17,6218.915999999999
1,2015-03-18,6410.7249999999985
1,2015-03-19,6548.737000000002
1,2015-03-20,8245.056000000002
1,2015-03-21,7184.040000000001
1,2015-03-22,2979.5850000000005
1,2015-03-23,6491.4619999999995
1,2015-03-24,6742.714
1,2015-03-25,7049.155999999999
1,2015-03-26,5704.1969999999965
1,2015-03-27,7472.077999999998
1,2015-03-28,6809.2180000000035
1,2015-03-29,2783.504
1,2015-03-30,5858.3759999999975
1,2015-03-31,6781.097000000002
1,2015-04-01,8213.818000000003
1,2015-04-02,7032.032000000001
1,2015-04-03,2728.1859999999997
1,2015-04-04,5479.481
1,2015-04-05,2643.160000000001
1,2015-04-06,7388.703
1,2015-04-07,7083.305000000002
1,2015-04-08,7925.731000000002
1,2015-04-09,6211.811999999999
1,2015-04-10,7963.008
1,2015-04-11,7054.225999999996
1,2015-04-12,2674.192999999999
1,2015-04-13,6678.794999999995
1,2015-04-14,5800.545000000004
1,2015-04-15,6939.186000000002
1,2015-04-16,6435.694999999998
1,2015-04-17,6961.358999999998
1,2015-04-18,7204.217000000002
1,2015-04-19,3230.3300000000013
1,2015-04-20,6955.539999999998
1,2015-04-21,7215.342000000002
1,2015-04-22,9754.941000000004
1,2015-04-23,6407.664999999996
1,2015-04-24,7730.5239999999985
1,2015-04-25,6822.6410000000005
1,2015-04-26,2857.678
1,2015-04-27,6661.127000000001
1,2015-04-28,5705.071000000001
1,2015-04-29,6987.636000000002
1,2015-04-30,6794.165000000002
1,2015-05-01,2707.3980000000006
1,2015-05-02,7231.594000000004
1,2015-05-03,2732.7699999999995
1,2015-05-04,7291.052999999997
1,2015-05-05,7244.744000000001
1,2015-05-06,8395.355000000001
