,store_nbr,weekday,id,item_nbr,unit_sales,class,perishable,cluster
66,10,3,2772947793142,48808260421,260038.12600000072,100459289,10022,793575
67,10,4,2583029461253,45699706417,228344.08499999964,95413193,9351,752280
68,10,5,3144466126141,55606729096,376798.10900000087,116209238,11002,907545
69,10,6,3127528849537,55266206544,377235.38300000114,115335346,11316,899850
70,11,0,4197647064772,74638734154,855825.0139999995,159368563,18041,481860
71,11,1,4258010040740,75611971194,848066.8560000007,160926498,18414,487632
72,11,2,4157155128057,73671257797,775985.9010000014,157276312,17782,475590
73,11,3,4159940200976,73405038772,790074.2909999968,156472486,17622,475032
74,11,4,3975371852089,70869056301,798283.6389999968,152357420,17119,461700
75,11,5,4432680764548,78909762747,986799.8950000047,170547965,18555,510348
76,11,6,4523627380352,80435458060,1131674.759999995,174408659,19254,519450
77,12,0,2780912743515,48662996265,313834.0810000006,100257591,11083,779700
78,12,1,2736754997501,47852680732,293369.32300000114,98336402,11005,765555
79,12,2,2699976576556,47090435399,281183.63600000076,96619633,10495,754365
80,12,3,2699440701636,46961281062,272409.86099999916,96371874,10839,753165
81,12,4,2581538749720,45185552559,285945.86800000013,93809629,10164,735105
82,12,5,2946143985167,51503035334,361139.5099999994,107386206,11407,831180
83,12,6,2929036246118,51275173391,357787.8300000002,107317795,11622,823665
84,13,0,2898143181952,50654544629,396677.3109999983,106556146,10352,836745
85,13,1,2933233734139,51164473553,376167.44499999983,107809064,10509,843600
86,13,2,2782668852388,48362903215,327912.272,101643874,9784,799950
87,13,3,2790476742950,48471269739,329827.13899999973,101546703,10093,801930
88,13,4,2701674173630,47193002180,330822.257,100202407,9456,787785
89,13,5,3210674326067,56168972436,527615.8899999995,119188956,11013,927345
90,13,6,3018086197888,52607187805,363890.9479999999,111703556,11049,870150
91,14,0,3107701239564,54612118734,385439.49100000074,116707848,12536,416430
92,14,1,3044375746510,53353882546,353662.80599999987,113421269,12319,407295
93,14,2,2990377322155,52262037032,325187.4940000008,111256552,11816,399378
94,14,3,3021830313605,52679425292,332103.6329999991,112341620,12202,403459
95,14,4,2845372365371,49878647897,297762.6660000002,106963197,11216,386050
96,14,5,3330576835069,58438716557,510187.502,125503220,12993,447769
97,14,6,3028081813880,52979058794,321095.71199999924,113194648,12388,406126
98,15,0,3270260926698,57944096835,413436.7459999996,120903311,12626,938640
99,15,1,3230640544712,57053167234,393877.70999999903,119384738,12565,926040
100,15,2,3194930393072,56342282052,367808.31599999906,118012700,12376,914700
101,15,3,3172746367222,55863744046,361984.716999999,116753966,12235,907125
102,15,4,3020274578933,53440503869,333969.5879999996,112636958,11646,877200
103,15,5,3301190597451,58285612904,394140.2770000004,123029234,12322,951570
104,15,6,3183753838424,56326689398,354323.8869999996,118405795,12172,915330
105,16,0,3071368265074,54242395413,373963.7930000003,115212979,12292,177444
106,16,1,3067700459697,54238754697,364182.39599999896,114910966,12306,176889
107,16,2,2964775697872,52167866344,309094.0310000001,110939919,12006,170793
108,16,3,2944837205614,51664949807,302788.76000000135,109113400,11674,169506
109,16,4,2807221171756,49639992579,283107.71600000066,106163080,11271,164427
110,16,5,3197341468999,56390702126,394298.5720000008,120600542,12406,185526
111,16,6,3325150180823,58813288001,516193.85999999876,125521727,13148,192144
112,17,0,3483108327150,61091388448,577669.3789999998,128603215,14438,798912
113,17,1,3468867556502,60846089930,558859.276,127495152,14568,794124
114,17,2,3390698816713,59285879391,474576.09499999904,124085520,14307,774948
115,17,3,3376128948058,58988714095,459202.87500000064,123265268,14366,770304
116,17,4,3222491278918,56679119758,430581.46900000056,119165356,13635,747408
117,17,5,3639484897206,64056345212,656843.8449999992,135860632,14798,837456
118,17,6,3639929597460,63914709375,754510.6810000015,136111642,14959,835836
119,18,0,3836496623800,67178276597,406503.25099999865,141622565,19976,1174592
120,18,1,3875066675506,67731018616,458138.85000000114,142659804,19953,1183488
121,18,2,3715097921104,64868268731,368947.08799999894,136418400,19419,1134032
122,18,3,3750914731930,65334811099,380846.0049999993,137241125,19638,1145184
123,18,4,3462703957580,60818312373,339743.72999999986,128579904,18380,1071056
124,18,5,4141597339926,72552233171,505130.9849999993,155239232,20726,1272496
125,18,6,4209712143275,73708020013,616531.5179999988,158959512,21188,1290256
126,19,0,3134908657639,54992402402,435169.5000000004,116824950,11861,898320
127,19,1,3070167163455,53722443716,398050.91600000096,113607310,11771,878550
128,19,2,3036476979467,53070373103,397201.71000000037,111940412,11208,867780
129,19,3,2998739394621,52388686716,381900.36999999965,109955355,11510,856065
130,19,4,2907286748760,51127629068,378413.3460000001,109037412,10937,844560
131,19,5,3490201898365,61486015336,668717.5809999993,132659402,12745,1004190
132,19,6,3274226283105,57437618990,464861.6159999996,122739254,12489,939585
133,20,0,3869742330782,67660291417,483972.3739999992,141239752,17355,433986
134,20,1,3850451981559,67367057971,485281.09000000084,140245964,17353,431256
135,20,2,3777002506592,65937467647,431626.37799999997,137428975,16935,422652
136,20,3,3800953342123,66260687737,448138.823999998,137887829,17031,424878
137,20,4,3563724964338,62469757238,400275.0889999989,131481069,15944,405102
138,20,5,4252802102763,74508464221,712395.494,158385991,18521,478560
139,20,6,4369935119033,76452584354,920225.2889999974,163849731,19049,490350
140,21,0,2413649932085,41271275759,294490.7729999999,81665160,9829,244830
141,21,1,2362295725791,40331619496,288652.0680000002,79830784,9717,239100
142,21,2,2321160409604,39518383590,248141.21099999998,78223557,9471,234660
143,21,3,2268693524566,38527340911,229870.90400000016,75697312,9150,229128
144,21,4,2168311634024,37250602207,231600.53900000016,74083097,8980,222534
145,21,5,2577009230488,44153801537,368564.2639999991,88699619,10168,262272
146,21,6,2679029540985,45995761474,487422.89299999905,93428330,10615,271902
147,22,0,978457773585,16276253679,73525.4369999999,30390593,3274,109606
148,22,1,954089667909,15946550615,65976.53,29397823,3253,106694
149,22,2,939561258766,15585949521,64797.72199999993,29087664,3208,104839
150,22,3,901496522420,14912417453,55719.28800000003,27616515,3064,100415
151,22,4,841037052245,14137588186,66819.66800000015,26457971,2886,95340
152,22,5,1070655559346,17909919893,89869.57600000006,33998088,3467,120442
153,22,6,1085496388063,18160513970,95897.0789999999,34516373,3638,121807
154,23,0,3921134228738,70293479770,349970.3079999997,145349946,21721,673533
155,23,1,3840812845288,68603140161,339699.48000000085,141901335,21377,658296
156,23,2,3879292275227,69314515176,345182.9619999996,142982400,21819,664128
157,23,3,3715508023427,66322960794,306831.0539999987,136165931,20632,635328
158,23,4,3691751090525,66150420865,327748.1240000001,137313405,21041,641493
159,23,5,4050131728573,72610050847,367783.7770000002,150980645,21855,697779
160,23,6,4081476955079,73170125267,404717.5559999988,152280980,22330,702045
161,24,0,4766500643150,85740333345,768515.0450000034,181492772,26419,90999
162,24,1,4732497206725,84861223484,717646.2379999992,179688625,26084,90146
163,24,2,4924262230921,88354575623,914954.5540000028,187075895,27243,93746
164,24,3,4728697036660,84605187268,677691.0299999968,178487949,26150,89896
165,24,4,4697123137129,84678010723,830130.1620000018,180547451,26396,90694
166,24,5,4983828092656,89883152466,893011.3329999989,191655751,27215,95391
167,24,6,4787092330723,86203616361,795518.8609999999,184436284,26825,91446
168,25,0,3408926827356,60697027504,309284.2019999991,127099808,19380,65381
169,25,1,3276087605241,58129250741,281197.1399999998,121612644,18596,62687
170,25,2,3559589883363,63079496255,364863.38800000027,132053140,20072,67956
171,25,3,3383763231312,59919233853,324583.1670000012,126258332,19204,64914
172,25,4,3573523575815,63783620051,451278.734999998,136638996,20459,69628
173,25,5,3882957089335,69188251135,523562.29099999886,147918412,20791,74857
174,25,6,3576427175887,63637691715,351205.30899999844,134863470,19819,68601
175,26,0,2859376900363,51196820769,214737.66700000002,107102016,15167,547810
176,26,1,2749794299109,49049380968,205511.079,102648138,14445,522480
177,26,2,2834899036143,50564913402,224503.63999999993,105179155,15046,538840
178,26,3,2636535003415,46686652813,196378.04400000043,97359652,13972,498070
179,26,4,2680145648578,47815941814,235938.39999999988,101430745,14507,519930
180,26,5,3225869127784,57358410092,253477.2799999998,121635053,15934,618710
181,26,6,3444933202712,61451714559,313889.0040000013,130889173,17372,660340
182,27,0,4361992679117,79079723768,610368.1190000005,166021434,24900,83334
183,27,1,4240344673582,76543669567,526282.5419999997,160508913,24129,80807
184,27,2,4393187990447,79367708797,611109.4990000005,165937859,25175,83618
185,27,3,4149118602811,74931768479,463413.0919999999,155679425,23952,78862
186,27,4,4105745809091,74473166585,505500.19699999894,157586870,24206,79430
187,27,5,4599539329728,83611379011,709349.2119999994,178221388,25736,88185
188,27,6,4725976977238,85670462495,904836.9650000004,184037946,26357,90348
189,28,0,3926215449033,69196634783,537054.8140000008,147418568,18219,752170
190,28,1,4020801882123,70774982218,616120.5689999989,150694246,18554,768320
191,28,2,3780428532690,66456909050,468081.6139999998,140881363,17716,721280
192,28,3,3839237712282,67421162047,480881.375000002,143233301,18029,731540
193,28,4,3581918665861,63344720495,425888.6880000001,135739275,16882,694840
194,28,5,4236978071538,74731076311,673042.1719999971,161405407,19062,813680
195,28,6,4406881758038,77629912502,921251.2720000024,169690538,19891,845120
196,29,0,3327550718963,58192743672,359557.77199999866,118684038,15930,608950
197,29,1,3411905247849,59571345842,415133.38099999976,121040560,16339,622700
198,29,2,3221931816143,56085208380,327288.2320000009,113921447,15537,587660
199,29,3,3210356650483,55707738873,321390.22700000013,112878319,15314,583560
200,29,4,2995286917512,52513612116,293449.6660000008,107594768,14532,555210
201,29,5,3547050494622,61925707111,434745.9269999989,127921422,16320,652130
202,29,6,3736522355799,65228255445,579973.7990000007,135909622,17297,685060
203,30,0,2659489469191,46688724863,228065.66899999912,97158376,11124,152781
204,30,1,2729578973737,47919183285,256626.8730000004,99416590,11414,156447
205,30,2,2600020821549,45432875530,213195.9830000001,93795338,10699,148590
206,30,3,2668282062594,46621502741,228322.91100000014,96720648,11087,152283
207,30,4,2469830144912,43320046344,192783.66299999974,90539095,10206,143382
208,30,5,2835012218450,49727411563,255164.57000000053,104607262,11650,163353
209,30,6,2831987177934,49672588066,269667.4999999997,104600106,11769,162831
210,31,0,3922644212922,69062349688,549264.0610000005,148413090,17068,749620
211,31,1,3965704076013,69749726939,600227.8200000016,150195554,17375,756410
212,31,2,3733707307727,65442249918,473260.5179999996,140480055,16161,710590
213,31,3,3859610280219,67579500764,544114.3120000013,144684058,17000,733540
214,31,4,3664563008110,64535739710,467404.32699999923,140152276,16158,708940
215,31,5,4154646416820,73200202822,683588.2280000007,158922581,17561,796720
216,31,6,4231083074991,74615188628,804047.1419999994,163516343,18004,809490
217,32,0,2190806340287,38171900178,169420.23999999993,78976368,8259,126186
218,32,1,2182123983592,38112465919,169070.30200000014,78434061,8353,125163
219,32,2,2108075284204,36656103494,151369.83100000018,75470294,8064,120660
220,32,3,2170600809351,37531703900,169949.27800000005,77211436,8114,123801
221,32,4,1997103312630,34927172876,157646.08099999998,73010328,7526,116553
222,32,5,2399322853517,41708000885,204679.92799999996,86928364,8755,138525
223,32,6,2437014394814,42430145898,213821.82799999978,88269272,9204,140454
224,33,0,3315047716045,58293321561,466395.35700000066,124968909,13759,190320
225,33,1,3300182575277,57939795150,474453.2289999985,124366252,13802,189276
226,33,2,3190968973542,55840886697,396485.89999999997,120732807,13509,182799
227,33,3,3186781810487,55750886516,401797.06800000096,119847601,13514,182331
228,33,4,3009094133709,52968867135,348883.7860000004,114731197,12754,174795
229,33,5,3464525918163,60989557106,546935.210000001,132226121,14010,199806
230,33,6,3485220388134,61421540912,598440.6679999976,133268377,14337,200415
231,34,0,3722005762263,66224569704,527895.6240000007,142221541,16375,427164
232,34,1,3726604561388,66101993612,519010.48899999884,141722926,16452,426882
233,34,2,3654719898840,64801205365,471789.735000001,138825016,16097,418122
234,34,3,3662082974204,64762879370,475496.58499999903,138723192,16290,418956
235,34,4,3618301867193,64413315193,530339.4989999989,139120161,16011,420552
236,34,5,3893632174170,69096159107,630048.4179999995,149475978,16683,448794
237,34,6,3777413547965,67181221088,600330.0060000027,144922088,16449,434238
238,35,0,2283119324154,40730334442,311397.16900000116,82221539,8685,131274
239,35,1,2324220839324,41240645746,262902.2699999995,83761217,9218,132966
240,35,2,2135243235473,37732806528,213095.6119999998,76262216,8353,121896
241,35,3,2215944046985,39212742359,244361.95999999988,79044773,8927,126255
242,35,4,2123528010648,37786833392,225386.09799999988,77386293,8370,123576
243,35,5,2505234960948,44438259381,309172.1259999992,91322099,9591,144747
244,35,6,2479866880599,43935624124,301176.3500000003,90313684,9505,142671
245,36,0,3896946576483,69484241350,529883.1680000005,145807056,18114,745160
246,36,1,4047406150605,71927843860,634229.4720000004,151155516,18883,772000
247,36,2,3804280220489,67673284512,495297.9569999987,141313929,17978,724680
248,36,3,3893467773572,68998491418,524851.5420000018,144763327,18340,741030
249,36,4,3668234003432,65619998753,487887.844,138791603,17532,710210
250,36,5,4086875677441,72831830899,621546.3789999976,154451469,18768,784790
251,36,6,4075057054800,72579225001,649682.0749999989,153386822,18806,779130
252,37,0,4692770466923,84747084753,645624.8880000019,177123679,24077,179720
253,37,1,4627442608565,83321602617,605781.2540000011,173621046,23654,176784
254,37,2,4794038983162,86249691393,737471.1939999996,180372250,24381,182916
255,37,3,4610516207952,82767765848,582352.3230000003,172931747,23759,175900
256,37,4,4524237484632,81802946737,623126.0500000025,172041226,23590,175040
257,37,5,4851225006514,87842698800,708228.9010000029,184996063,24371,186380
258,37,6,4604719689409,82990445822,603223.0050000023,175216183,23770,176596
259,38,0,4461701367140,80048985988,562603.8620000007,171192100,21401,341188
260,38,1,4346954205690,77715607073,506955.0399999988,166239134,20987,331508
261,38,2,4540928945067,81286669274,638035.7189999981,173004397,22000,345976
262,38,3,4330598719661,77444917960,473330.2470000003,164850415,20979,329660
263,38,4,4348474441105,78273458722,543688.7309999989,168593585,21446,336544
264,38,5,4922250913957,88643409625,803540.1679999974,191901617,22997,377352
265,38,6,4840690607863,87095357784,819233.8660000006,189373959,22838,370664
266,39,0,4326411984873,77072766737,616563.2559999973,163237154,20340,496422
267,39,1,4349294760585,77279252053,634622.854,163789707,20488,497664
268,39,2,4203693574610,74562677019,537332.9039999994,157579031,19828,480420
269,39,3,4244408707556,75137817112,538173.4870000016,159302873,19917,485178
270,39,4,4061761156035,72349469924,535854.0860000009,154450050,19096,471294
271,39,5,4690514467845,83637115117,775320.911,179416881,21221,539616
272,39,6,4608566777360,82003238778,802336.9039999999,176487091,21223,529314
273,40,0,3542076489422,63265070448,667328.7439999979,132172206,14705,203298
274,40,1,3535160149836,63022265592,636595.6640000027,131993351,14706,202530
275,40,2,3465709288513,61576013039,553940.1189999998,129011184,14444,198312
276,40,3,3469225914608,61578083274,539602.22,128895904,14308,198360
277,40,4,3337361462340,59685204861,506701.8259999996,126112594,13915,193803
278,40,5,3638266716618,65031546326,711390.2519999974,137299699,14785,209649
279,40,6,3544704299902,63286675506,690307.4900000006,133416671,14751,203727
280,41,0,4097986862230,73193034491,459224.55000000034,155845779,20942,312796
281,41,1,3994353839306,71100109866,417874.2649999985,151251138,20352,304156
282,41,2,4103997447943,73071048362,468295.61700000067,155239485,21075,312280
283,41,3,3938712702790,70045427477,384145.65999999933,148530632,20376,299124
284,41,4,3878177237235,69392504221,400393.5399999991,148967334,20208,299296
285,41,5,4371923042944,78354309404,553030.4519999999,168408562,21623,334704
286,41,6,4522290630806,80999575885,682863.9860000014,175167421,22339,345440
287,42,0,2098172466063,36391934734,198064.80400000018,68393247,10223,69462
288,42,1,2069741109108,35732826536,184403.02299999946,67004674,10027,68380
289,42,2,2152832379664,37112326115,225166.72400000013,69722960,10381,71010
290,42,3,2019584481618,34842739576,188642.13899999944,65078295,9855,66548
291,42,4,1966389864312,34270810710,183114.10099999976,64649333,9777,65834
292,42,5,2384459008807,41522328368,284716.38500000024,79646624,11059,79248
293,42,6,2381046322691,41425497519,299908.8719999993,79906924,11063,78956
294,43,0,3129771699578,55450953173,572911.9030000027,115583843,12391,597610
295,43,1,3099196842771,54660731988,537177.1390000007,114186878,12387,590570
296,43,2,3008007692386,52850166789,478316.4709999999,110764471,11693,572400
297,43,3,3071004584273,54067625247,489483.7400000006,113170973,12264,583710
298,43,4,2936462374184,52009685373,475903.45100000134,109660523,11640,567600
299,43,5,3193540258047,56382600439,581236.9659999989,118942264,12432,612330
300,43,6,3255079538561,57429855372,662650.3060000013,121218388,12933,622030
301,44,0,5676793678678,102918577520,1713954.0139999958,220813545,29150,541640
302,44,1,5636560070239,101968522335,1570786.1330000036,217871027,29132,536965
303,44,2,5766134750684,104414800583,1927186.1450000037,223138868,29603,548440
304,44,3,5628779378663,101596832943,1422864.8859999948,216843925,29291,534920
305,44,4,5540782544858,100956887603,1737495.5750000114,217743454,28811,534440
306,44,5,5947725196848,108550368780,2528295.2820000104,235465300,29702,569115
307,44,6,5868388977635,106708655372,2623838.1070000166,233172446,29609,560425
308,45,0,5678837374576,102891449809,1614345.0800000017,218241468,28889,1191828
309,45,1,5622544246417,101753017070,1383542.578999999,215577391,28819,1177858
310,45,2,5699739390628,102978217434,1540647.5610000023,217845579,29250,1192587
311,45,3,5586105381198,100762237659,1211551.768000001,212596226,28799,1167617
312,45,4,5538516628892,100805327553,1597290.5079999948,215358107,28689,1175317
313,45,5,5892305379345,107340638302,2141527.761999997,231121739,29408,1239678
314,45,6,5843426320810,106216972907,2484578.6239999966,230360035,29370,1227072
315,46,0,5491989815166,99634398690,1212290.9539999992,210384655,27826,1466458
316,46,1,5413447571586,98161940254,1035308.6610000001,206848688,27359,1443162
317,46,2,5484941593852,99386370952,1084042.4779999994,208832118,28031,1459794
318,46,3,5406737464190,97833785220,941364.5790000011,205290371,27395,1437912
319,46,4,5342618009445,97299493894,1129858.4240000024,206686000,27475,1442756
320,46,5,5840656428754,106578375765,1817034.022999997,228677926,29065,1563898
321,46,6,5815676487869,106005459128,2111118.071999999,229139376,29046,1554546
322,47,0,5660103525813,102571174100,1516129.2890000064,218187077,28906,1512042
323,47,1,5587091432729,101036414482,1353434.1140000026,214520226,28743,1489866
324,47,2,5686882455273,102808232733,1452396.4439999945,218017276,29134,1514296
325,47,3,5581617346754,100747598657,1179132.3520000004,213195725,28699,1484980
326,47,4,5495384865382,99929055897,1444087.1340000022,213630063,28475,1484266
327,47,5,5857708586367,106626493166,2029384.1520000007,230139951,29340,1569778
328,47,6,5821099477896,105839697327,2345457.8549999977,230264796,29430,1557024
329,48,0,5297411475950,95794510444,990830.0199999954,203158647,26477,1415120
330,48,1,5221992927302,94320510627,899900.0669999995,199861164,26351,1392216
331,48,2,5233103901222,94474257542,880505.7730000052,199623571,26580,1393448
332,48,3,5200130531935,93741479566,788707.4170000018,198254566,26217,1383256
333,48,4,5159791174760,93684386891,971543.4260000029,200165242,26439,1393910
334,48,5,5704434716341,103809033859,1566450.6949999905,224004631,28270,1528296
335,48,6,5715135038598,103910878983,1953089.8019999994,226221048,28428,1527988
336,49,0,5502785855174,99825431765,1384131.5620000004,210378003,29145,1153559
337,49,1,5417043227488,98130440710,1237081.7899999986,206126454,28907,1133572
338,49,2,5539357802765,100241661297,1420060.4050000012,211283096,29498,1157519
339,49,3,5404435331510,97669567618,1114652.194000004,204694053,29106,1127742
340,49,4,5324572610551,96951566212,1364868.0860000001,205381163,28714,1128193
341,49,5,5698926295345,103822391071,1672236.2570000011,221371197,29697,1198263
342,49,6,5679581321449,103251139693,1842274.1120000004,221318795,29734,1191982
343,50,0,5275055827983,95960444651,847881.5400000036,201377804,26840,1408638
344,50,1,5175750995308,93960047652,764962.2620000024,196177359,26381,1379322
345,50,2,5230532256769,94866675359,790999.4639999954,197944334,26701,1392342
346,50,3,5130265517258,92982480621,687413.954,194183784,26050,1364076
347,50,4,5071740506525,92457151304,774663.9789999973,195276385,26127,1370236
348,50,5,5611093286796,102401421420,1158174.7150000038,218251441,27950,1501486
349,50,6,5538205604886,100946220267,1219531.371999999,216265699,27889,1479492
350,51,0,4808077116387,86170960011,997224.171999998,182659184,25850,1560532
351,51,1,4729687975441,84437234312,893774.4459999999,178701982,25621,1531581
352,51,2,4987750742363,89231018422,1176636.954999998,188289101,26852,1612382
353,51,3,4706322622268,83973419820,810278.8279999982,177352822,25778,1520004
354,51,4,4742301214603,85356128479,1003391.8009999973,182045030,26061,1555245
355,51,5,5062384180225,91146853307,1169640.6869999992,194283081,26761,1647232
356,51,6,5083413047531,91560157672,1276994.6409999952,196269350,26943,1650887
357,53,0,3758580040215,67585050792,321085.26199999894,140185969,20156,931476
358,53,1,3629133831447,65140135196,284108.23799999955,134879699,19430,895986
359,53,2,3927257837997,70262090509,374093.12199999974,145797511,21087,967954
360,53,3,3637049925718,65114995696,303115.53400000033,134558265,19486,895557
361,53,4,3714788009636,66735176178,334543.9180000009,140138349,20273,931827
362,53,5,4183330791687,75108031830,434147.129999999,157760801,21522,1040221
363,53,6,4409012125661,79166066419,511533.4840000005,167394696,22946,1094691
364,54,0,2762518071694,48293059028,349580.87299999996,103005267,9159,158487
365,54,1,2689177491179,46871630999,320169.1330000001,99986716,9063,154077
366,54,2,2562487777212,44624193055,270339.9610000002,95120744,8516,146655
367,54,3,2584351312415,44927840977,270428.2270000004,95774090,8588,147771
368,54,4,2552596041549,44599187436,281925.12499999953,96074024,8413,148371
369,54,5,2911383403874,50873120739,397572.76099999977,109286142,9300,167799
370,54,6,3048728024447,53298068857,531367.928,114549977,9862,175179
