,store_nbr,weekday,id,item_nbr,unit_sales,class,perishable,cluster
29,5,1,2030010562330,62483997312,470616.2009999993,147836182,19773,294544
30,5,2,2061902726990,63508950172,510530.7302999988,149706758,20243,298816
31,5,3,1904367250763,59879049611,417838.31999999855,141602147,19297,283640
32,5,4,2014080154606,62522651955,467304.69929999986,148107811,20022,295860
33,5,5,2133311109907,66214274927,569642.600000001,157444450,20419,312820
34,5,6,2158945926884,66935670182,651615.8920000009,160836136,20814,315616
35,6,0,2306250037215,71584366549,722973.4690000024,166206474,24159,1090622
36,6,1,2275232978501,70386013316,635681.9759999996,162993634,24027,1073124
37,6,2,2312506287634,71516905368,699908.5539000013,165538333,24542,1089400
38,6,3,2126159434278,67206447010,538042.1650000017,155799503,23280,1027637
39,6,4,2249796847417,70136434016,627856.4800999993,163008137,24233,1074437
40,6,5,2400058999640,75040477657,897582.5760000005,175322996,24896,1143376
41,6,6,2406747934947,74995639566,1093925.342,176883720,25059,1143194
42,7,0,2210474327157,69092323068,847312.6539999993,161056333,24040,644456
43,7,1,2181136084216,67723030226,768543.4389999993,157611173,23676,633224
44,7,2,2233895852364,69405485927,893697.4269999965,161484006,24262,648256
45,7,3,2048260990597,64975006091,677403.1740000007,150854215,23110,609296
46,7,4,2169507620393,67966250557,790819.2864999959,158417768,24108,638104
47,7,5,2163943423345,67888250616,750428.6880000011,158379372,23887,635216
48,7,6,2135870093911,66885486867,727169.4070000013,156631013,23835,624640
49,8,0,2421914349280,76454704704,841067.0410000023,178140054,26254,703960
50,8,1,2393891888009,75391217894,768418.4200000027,175128389,26060,694264
51,8,2,2448114858771,76935580902,927927.3975000007,178945529,26492,709064
52,8,3,2262038085512,72777296328,688067.034000003,169688725,25400,671848
53,8,4,2403655388848,76303643239,839996.8918000016,178048156,26513,705616
54,8,5,2529199238733,80385999630,1136454.2449999994,189428112,26913,741064
55,8,6,2486382995531,78786472473,1152325.0829999985,186451056,26737,726072
56,9,0,2040124322995,62478447057,770913.8910000003,148182650,17919,444570
57,9,1,2038191941491,62264569429,717716.4416000011,147616244,17994,442848
58,9,2,2010432154380,61330732028,651764.3149999977,145274278,17674,436350
59,9,3,1928116617518,60088649613,637590.0898000009,142894448,17510,429474
60,9,4,1951013051648,60029211874,553232.9320000004,142207061,17280,429366
61,9,5,2142859977440,65859693742,946700.1440000036,158718970,18610,470676
62,9,6,2142834198565,65648481566,1084937.6260000013,159361474,18855,469008
63,10,0,1350016306107,41099965157,308708.93700000015,94667389,10096,736095
64,10,1,1349890514033,41087077081,292712.6630000012,94595862,10001,734760
65,10,2,1302127234471,39310975714,260492.768,90596602,9556,705195
66,10,3,1220930855664,37812321147,243267.63280000028,87218812,9313,680505
67,10,4,1237836762709,37745562161,231677.14499999964,87171642,9127,681975
68,10,5,1434460401011,43832899156,363546.76699999894,101864277,10324,787245
69,10,6,1421091174724,43182158384,370789.2159999995,100347014,10504,777345
70,11,0,1891147891760,57945488503,812615.3699999999,136402494,15636,412524
71,11,1,1904160231627,58302126347,836178.0623999989,136395382,16029,413970
72,11,2,1867457528303,56971772591,734758.8769999994,133816040,15381,405054
73,11,3,1776809285979,55468671573,754423.1473999991,130560717,15130,395928
74,11,4,1825785899947,56149145383,741317.423999998,132402828,15187,401712
75,11,5,1971667915089,60714754527,934082.0039999965,144145397,16219,432474
76,11,6,1994454678793,61195027566,1057487.617,145851977,16537,436164
77,12,0,1361548053290,40742923547,329277.6659999998,95687450,10220,743070
78,12,1,1347222998553,40249895340,306932.15829999984,94040846,10090,733125
79,12,2,1325077731942,39465415856,287885.02799999976,92269636,9670,720120
80,12,3,1267533644420,38573932901,278620.1379999996,90380866,9768,706695
81,12,4,1282529663680,38425071449,275689.532,90282011,9414,706995
82,12,5,1406878135419,42262809118,356771.01500000025,100234374,10367,775305
83,12,6,1392479003727,41819405611,359412.3400000002,98972335,10482,762975
84,13,0,1291189478099,38548251783,310946.9709999994,89637580,9149,703650
85,13,1,1286972499589,38247100209,297736.0797,89099742,9046,699210
86,13,2,1238687512027,36655620113,263473.80399999995,85503551,8577,671820
87,13,3,1172321803005,35466243612,263222.4864000004,83033209,8562,653160
88,13,4,1218545760371,36230650830,281891.31300000043,85200617,8347,669855
89,13,5,1404376780520,42039798257,435168.66400000034,99542911,9557,772110
90,13,6,1321348073554,39499764692,292349.60099999973,93175724,9603,722805
91,14,0,1213273517680,36980777885,335777.60700000054,85656773,9250,309806
92,14,1,1198627008524,36455844518,304564.63789999904,84188299,9221,305165
93,14,2,1172812587620,35484813763,271918.56099999946,82335509,8701,298039
94,14,3,1154839642841,35782472354,280617.2384999999,83290669,9090,301238
95,14,4,1179371004247,35942241348,269478.8360000005,83577516,8817,303968
96,14,5,1323695802890,40467220024,456214.58299999963,94424609,9853,340130
97,14,6,1215637220817,37151370852,284640.31299999944,86040869,9480,311157
98,15,0,1460441925270,44556588085,376030.13900000043,101950129,11158,795705
99,15,1,1445945359399,43999316266,347723.0784000001,100781277,11097,785625
100,15,2,1413494622487,42811819220,315064.7369999994,98122349,10699,766710
101,15,3,1338849308151,41530213804,307242.6765000003,95113972,10417,746160
102,15,4,1358730169361,41464268555,277141.66799999954,95060305,10232,746595
103,15,5,1463490972499,44708751219,350554.8900000002,103239827,10823,803160
104,15,6,1401124359930,42819876097,311107.50299999985,98822496,10648,766260
105,16,0,1428129742426,43116390702,394671.6299999999,99879976,11202,155151
106,16,1,1424460578012,42967650431,378780.98929999943,99260886,11210,154419
107,16,2,1398282258698,42074972938,325324.67100000044,97493549,11098,151137
108,16,3,1304583747758,40163251438,299242.2893000005,93470337,10616,145020
109,16,4,1349004408172,40886154294,292134.5429999999,94755441,10663,147981
110,16,5,1473279602563,44704735000,427800.0810000002,104276297,11375,161574
111,16,6,1516979225002,45885295389,554049.7159999997,107233136,11885,165717
112,17,0,1527296905955,45850717299,485925.9079999989,106709152,11933,666636
113,17,1,1515490518779,45353786607,452052.7968999991,105491067,11879,660408
114,17,2,1489553957445,44410655537,398295.99200000043,103025563,11767,646704
115,17,3,1412098670380,43012978704,372763.5255000007,100203828,11517,629556
116,17,4,1433308873685,43089729759,350174.54800000024,99921996,11404,631452
117,17,5,1589353492763,47920208960,543959.0779999995,112354885,12210,699060
118,17,6,1585380912041,47575357964,612586.1959999999,112203660,12353,694176
119,18,0,1796177070482,54531021368,408943.02900000167,127214716,18602,1042560
120,18,1,1799067079666,54656642594,426511.30909999943,126866154,18591,1042560
121,18,2,1719856104089,52353032136,351007.2609999996,120762045,17999,996016
122,18,3,1685700773306,52317090762,358402.09370000084,121180917,18184,999968
123,18,4,1669915589824,51174388874,322438.7140000011,118281289,17728,978432
124,18,5,1897588825411,57942501857,481568.92200000084,136749846,19206,1111888
125,18,6,1933656933869,58823951648,586776.3340000001,139979731,19508,1127584
126,19,0,1395114431351,42073408776,368707.00299999974,97224119,10436,758400
127,19,1,1367557515077,41243236080,332576.8497999996,95053973,10337,741750
128,19,2,1342062406077,40215686562,324703.8620000005,92756494,9745,725535
129,19,3,1267103293989,38988416195,301658.4151000005,89830745,9916,704445
130,19,4,1322260330124,40051915824,324613.1849999991,92965005,9783,726600
131,19,5,1548334758689,46938346895,587346.0499999996,110677753,11271,847920
132,19,6,1438112891588,43503252940,390467.29000000126,101568429,10928,786525
133,23,0,1823311251384,57389725606,345932.0690000014,130002481,20266,597996
134,23,1,1779663465246,55858406827,334866.09099999955,126343457,19993,582147
135,23,2,1815373374447,56980633989,351799.2126999989,128348164,20421,593082
136,23,3,1630685004464,52364813125,282956.00300000026,118477881,18800,547326
137,23,4,1759798579055,55559303658,330128.7026000008,125784124,19974,583200
138,23,5,1871526023613,59056326806,386791.169000001,135278994,20717,618984
139,23,6,1863549787181,58773960144,378280.05499999877,134207057,20911,613539
140,24,0,1675592624865,52245934168,546978.5050000008,117810474,18312,58736
141,24,1,1654838498082,51234473758,504332.0269999998,115979881,18035,57811
142,24,2,1710742274618,52869987738,652672.293599999,119920320,18573,59762
143,24,3,1589088935774,50697152626,463794.43600000086,114952342,17932,57346
144,24,4,1705187858368,53400169926,569169.5201999998,121355920,18893,60698
145,24,5,1752365334424,54944283909,627835.0340000025,125547669,19011,62187
146,24,6,1689428482474,52710505961,560358.3110000002,120392235,18754,59630
147,25,0,1576469371253,48855519649,288922.47499999974,110982266,17143,57436
148,25,1,1510671900769,46758576903,256958.34800000107,106270567,16335,54889
149,25,2,1643593683986,51107281920,336967.8720000005,116218347,17868,60091
150,25,3,1449237601922,45965854056,260490.8979999995,104938226,16188,54324
151,25,4,1693252442147,52706836539,424255.9386000002,122050913,18504,62497
152,25,5,1782099177969,55415273143,493217.5040000009,129211469,18379,65540
153,25,6,1598904942741,49493187743,298882.0669999998,113804909,17063,58283
154,26,0,1378029526822,43019640138,257883.91599999956,98543348,14249,500570
155,26,1,1333282873138,41605830791,211873.5230000002,94711967,13744,482420
156,26,2,1390001897721,43273694604,254673.33619999912,98270153,14122,501630
157,26,3,1203171837520,38387747760,169111.48899999936,88286840,12952,450020
158,26,4,1347835565048,42241699639,214706.17249999972,97233101,14267,495960
159,26,5,1559299745021,48871223747,277536.0779999997,113188220,15451,574220
160,26,6,1633514209685,50919083216,332005.9359999998,118404763,16363,597050
161,27,0,1952367377090,61408766242,517250.3459999993,139156166,21890,70599
162,27,1,1901877960345,59750742408,445178.9989999983,135408712,21246,68631
163,27,2,1971767245175,61960575189,513277.0381999994,139824725,22312,71084
164,27,3,1772105834044,56999311385,376553.96299999906,128864937,20846,65620
165,27,4,1864672333929,58997349168,420428.00970000017,134101799,21842,68152
166,27,5,2054076348114,65083351511,625659.1369999995,149450218,22884,74958
167,27,6,2118727736737,67004422336,801860.8319999987,155238107,23501,77138
168,28,0,1788456717939,54692017949,473470.4050000006,127177099,16497,648610
169,28,1,1818209412950,55547453819,526606.1099,128753620,16817,657970
170,28,2,1721118680025,52461343924,393146.57000000175,121760037,16232,621840
171,28,3,1647511844781,51499845365,388423.8554999988,119497633,16058,612320
172,28,4,1661498942683,51104052259,358468.7240000003,118414863,15593,608120
173,28,5,1914966148810,58937158289,591110.995,138600050,17403,701380
174,28,6,1985143232899,60816799186,801281.5620000005,144767182,18117,725370
175,30,0,1197982996170,36417240464,208024.93800000043,82654233,9694,130722
176,30,1,1223838551695,37219817360,222033.27899999992,84442237,9901,133290
177,30,2,1166829468771,35438986782,191835.52300000022,80189077,9085,126687
178,30,3,1143378800202,35454381747,194255.3344999999,80839674,9563,127704
179,30,4,1121095873408,34303656808,171737.29200000002,78111367,8972,123558
180,30,5,1283399179413,39120887788,235869.00899999953,90383801,10142,141306
181,30,6,1270312504991,38638609969,245084.491,88487698,10065,139056
182,31,0,1753372302812,53545780746,485124.04799999896,125249851,15371,636070
183,31,1,1775862197514,54133926340,553218.2895000008,126751078,15670,643480
184,31,2,1673472333670,50810520418,404369.6610000009,118898814,14484,604490
185,31,3,1631294653675,50779676621,421277.1321,118807169,14906,605750
186,31,4,1678431977917,51454918481,411937.2350000002,121086279,14880,615880
187,31,5,1852466087522,56573498221,616251.7970000001,134858788,15963,678450
188,31,6,1870757436477,57111426017,682650.0399999989,136241614,16155,681770
189,32,0,1009396670337,30534943921,156592.9719999999,68533504,7323,110325
190,32,1,1001227771391,30280843840,156029.03000000012,67621098,7470,109008
191,32,2,972668092637,29086526418,149575.62799999953,65202994,6885,105063
192,32,3,934027012289,28730250448,142278.9906000001,64960394,6966,104589
193,32,4,952810057110,28817983059,146210.61199999967,64967955,6826,105180
194,32,5,1104199177612,33291894560,197697.76000000004,75897312,7846,121719
195,32,6,1101731804129,33155133332,193024.06399999998,75097242,8110,120888
196,33,0,1499147645132,44946939813,464228.76699999976,106587963,11846,162957
197,33,1,1499765166034,44819289749,473480.7142999995,105810956,11851,162531
198,33,2,1465234193280,43737326217,393414.31400000013,103238938,11761,158655
199,33,3,1385277308301,42153801223,368945.6876000002,100219790,11572,153810
200,33,4,1393722342726,41921642259,331762.9459999999,99499272,11283,153198
201,33,5,1557820303115,46884302442,545795.0820000008,112018202,12139,170625
202,33,6,1552915048303,46637495671,587989.8049999999,111213662,12258,169416
203,34,0,1762895614771,53978173891,558819.2359999984,126356638,14922,384738
204,34,1,1753049482392,53598081231,534976.707599999,124613729,14909,381432
205,34,2,1722147154279,52727600662,479255.3320000006,122773201,14765,374844
206,34,3,1664182402486,52119033616,478739.4282000007,121898487,14816,371574
207,34,4,1757092882273,54112808267,543572.5850000005,126875833,15012,387234
208,34,5,1831753791917,56213842902,660958.9200000014,132908378,15363,402918
209,34,6,1772235000030,54229456038,606765.3669999992,127688125,15088,388080
210,35,0,1023998836770,31894285351,251977.56899999944,69642229,7720,111846
211,35,1,1038587433434,32334405054,205221.42179999987,70162707,8184,112644
212,35,2,956169366334,29593226469,175250.8339999999,64456182,7245,103656
213,35,3,938549670486,30018709782,186260.8707000006,65412848,7880,105096
214,35,4,970991675382,30354695212,175956.5929999999,66539774,7629,107040
215,35,5,1142189072746,35529091597,257676.05700000058,78785024,8726,125940
216,35,6,1135814545762,35275994877,254551.10199999958,78458874,8749,124635
217,36,0,1685543944034,51696000254,417844.3330000008,116893015,15271,610980
218,36,1,1766526235879,53745412340,503653.0208999999,122148059,15904,637210
219,36,2,1655744868912,50933864167,376833.8350000008,114879581,15229,600440
220,36,3,1575832210022,49276500809,376105.69219999935,111724270,14918,584640
221,36,4,1616220015006,49838472253,364212.9749999998,112827101,14901,591550
222,36,5,1768456842766,54237986500,481209.9,124385407,15799,645950
223,36,6,1758167780043,53809304358,507575.6450000002,123294190,15917,639560
224,37,0,2161009351759,67757819363,636458.7020000003,154855898,21847,156886
225,37,1,2147340472065,67098344756,617852.8150000006,153397633,21654,155518
226,37,2,2208263259966,69085226317,734992.7378000004,157941284,22363,159910
227,37,3,2041424735812,65163223602,579007.6439999996,149538493,21250,151496
228,37,4,2137766523269,67331975674,629244.4312000016,154511887,22015,156800
229,37,5,2231130911087,70387839589,730555.4449999995,162738711,22306,163496
230,37,6,2133405526177,66976373380,622216.5709999987,154898201,21842,155570
231,38,0,2051935682439,63791400898,565365.5950000014,149326642,19703,297804
232,38,1,2010309990437,62389066125,495661.95099999977,145829259,19410,290912
233,38,2,2074708608579,64540643240,600088.030299999,150426190,20095,300444
234,38,3,1895713862325,60250851452,444854.002,140745677,18990,281620
235,38,4,2044970174492,64044075313,552989.1651999991,150543322,20163,299728
236,38,5,2227261816305,69906223145,815079.6700000013,166078809,20985,326168
237,38,6,2203771126036,68907558858,835120.1299999997,164543631,20915,321204
238,39,0,1962157754315,60405383493,532294.5179999995,140634625,18464,427446
239,39,1,1965518280083,60409316543,547589.3364000008,140215245,18390,427206
240,39,2,1891246549688,58046450729,451433.63100000046,134776098,17655,410190
241,39,3,1820473505668,57249545233,442172.9198000003,133492823,17576,406032
242,39,4,1876448531782,58058511514,450145.88499999966,135393965,17474,412578
243,39,5,2100529899329,65011753661,671507.9209999989,153921326,19185,461508
244,39,6,2083297523371,64269601173,718972.2499999998,152232368,19249,455268
245,40,0,1571138857206,48310795895,563598.2339999975,110730736,13286,170622
246,40,1,1564373394322,47923106216,526849.1562000008,109917373,13220,169257
247,40,2,1503779609783,45995076208,428520.3209999991,105235960,12379,162621
248,40,3,1456938029545,45574949024,419884.86660000053,104407803,12705,161640
249,40,4,1502151832847,46299146470,414977.582,106243526,12644,164418
250,40,5,1605581744257,49463654904,599787.5650000003,114283894,13292,175629
251,40,6,1565931855114,48238906909,579442.9890000011,111206841,13319,170637
252,41,0,1822803158986,56489349280,395979.35900000005,131478089,18353,264088
253,41,1,1776847149661,54731798609,359295.3999999999,127687604,17940,256496
254,41,2,1822844858124,56247060264,395845.5899000017,130728791,18605,263200
255,41,3,1644612238712,51875173083,310797.6399999989,121202334,17353,243876
256,41,4,1757892233123,54661394125,341284.8750000005,127623255,18300,257228
257,41,5,1957585150318,60991941300,503399.49200000026,143943895,19357,286320
258,41,6,1995298045134,61839200443,595290.1460000001,147589683,19839,290456
259,43,0,1373527620310,41777527124,488077.21000000037,95876000,11064,499000
260,43,1,1364433649040,41394118674,444314.24419999967,94876931,11007,493410
261,43,2,1319885832344,40049634181,410253.83000000037,91699300,10371,477150
262,43,3,1270010877102,39318901985,400969.9623999995,89962721,10466,470990
263,43,4,1334710056532,40869839504,414835.0989999997,93928227,10507,490990
264,43,5,1403142801618,42715509164,494530.2889999998,98891576,11125,513480
265,43,6,1421557044114,43113836007,558000.8340000006,99813325,11586,517730
266,44,0,2568488088364,80619243530,1750884.1210000066,189918074,26756,466745
267,44,1,2563490788653,80167389756,1611198.7440000006,188771458,26849,464235
268,44,2,2601328764575,81391937926,1882291.1326000022,191573618,27099,470620
269,44,3,2436671910630,77909665454,1394711.5770000003,183801717,26265,451905
270,44,4,2558009906623,80733681108,1677586.1060000015,190598468,27021,468780
271,44,5,2659407178858,84203209038,2447787.183999986,200940171,27123,486495
272,44,6,2628365332188,82852439406,2615750.249999991,198982130,27037,479385
273,45,0,2568615580725,80459230407,1525590.9409999982,188325437,26149,1025937
274,45,1,2549952787758,79651290308,1293739.7270000011,186007591,26204,1015421
275,45,2,2579824528372,80543111557,1448744.6440999988,187717877,26518,1026685
276,45,3,2413258736689,76983440762,1105290.2869999944,179768340,25585,984346
277,45,4,2563536902236,80780345701,1484165.2202999995,189558038,26557,1033516
278,45,5,2642536625563,83500932055,2025762.7820000018,197932996,26724,1062369
279,45,6,2622867263335,82555656173,2362418.0949999997,197749785,26527,1051413
280,46,0,2459820884445,77290873591,1155660.3430000015,179974570,24737,1248702
281,46,1,2432840242822,76232520982,976323.0980000015,177216914,24727,1231104
282,46,2,2453914282036,76902858448,1019320.5863000016,178503216,24922,1240624
283,46,3,2298282220503,73624737783,831387.9830000035,171073857,23930,1192618
284,46,4,2443608905816,77213273017,1042771.5502999956,180480167,25104,1252580
285,46,5,2586374871395,81940365508,1706824.902000003,194015304,25827,1322832
286,46,6,2571957988196,81299847971,1977293.3979999966,194224524,25806,1311282
287,47,0,2531652968887,79133115077,1397434.1379999986,184893885,25474,1284948
288,47,1,2512657243892,78342771250,1231455.5209999995,182430643,25412,1272012
289,47,2,2544179807140,79212772169,1336556.5426000017,184700462,25801,1286628
290,47,3,2388540367362,76084496581,1072204.2200000018,177489584,24924,1238258
291,47,4,2526031044233,79314599481,1312371.1912,186224255,25899,1294258
292,47,5,2619408711095,82554647597,1882775.9460000063,196123479,26059,1339100
293,47,6,2600888920475,81731507047,2222467.111000005,195249613,25999,1325240
294,48,0,2399029592567,75234629431,978696.4059999981,175173236,24052,1219176
295,48,1,2360981176178,73716695204,844045.8059999995,171417083,23875,1196020
296,48,2,2381435974553,74425645813,830463.7850000033,172809738,24234,1204532
297,48,3,2233963794403,71288438003,719033.8520000001,166115127,23159,1159970
298,48,4,2383726902634,75027780389,883532.0654999985,175115566,24499,1222116
299,48,5,2559347065894,80868560239,1479808.7599999977,191279722,25681,1309406
300,48,6,2561627701145,80769571815,1867185.075999994,192581259,25727,1305850
301,49,0,2445900940299,76918504070,1157535.8649999986,177665568,26258,975238
302,49,1,2404646307286,75350161353,992813.5089999993,173857479,25900,956263
303,49,2,2462836956564,77205622415,1141940.0142999983,177737197,26503,977966
304,49,3,2277852330546,72880544179,853571.2019999984,167994682,25439,927091
305,49,4,2422040818870,76460162455,1073446.0391999995,177224974,26477,974402
306,49,5,2543877153431,80641461827,1378190.9820000068,188447636,26933,1022450
307,49,6,2529816823783,79863999641,1525045.6189999976,188306437,26931,1013529
308,50,0,2373994850741,74539417617,806042.5719999968,172549857,24097,1204350
309,50,1,2344184893727,73358361679,731138.302,169686074,23863,1185212
310,50,2,2361283012038,73899985555,762568.3669000011,170566543,24232,1193360
311,50,3,2206439881532,70641596319,636796.373000001,163677120,23211,1144346
312,50,4,2344006061872,73999756399,753205.7783999997,171680197,24134,1200150
313,50,5,2498393890153,79035472706,1094361.2389999991,186019815,25057,1276254
314,50,6,2474175586337,77958307348,1155883.9369999995,184209909,25141,1259440
315,51,0,2192562573580,68317881869,980636.6810000006,158143560,23390,1351228
316,51,1,2147680063828,66663610427,851606.5339999998,154035418,23152,1320288
317,51,2,2252850040813,70256076053,1101687.1063999997,162063467,24347,1385194
318,51,3,2029557193542,64511730738,745823.1389999986,149398404,22978,1279658
319,51,4,2201314222721,69053978368,970395.7996999972,160177718,24305,1369639
320,51,5,2290569316353,72100694861,1140805.0729999975,167814401,24504,1423002
321,51,6,2281352900708,71562224178,1212805.2990000017,167600615,24369,1411884
322,53,0,1210440660987,33971510188,174661.09699999986,75363511,11210,497952
323,53,1,1167895983893,32885881609,167506.78000000012,72676149,10923,479232
324,53,2,1251903680376,35174865022,207396.4130000009,77643787,11860,513201
325,53,3,1065871690318,30327593777,141524.27999999997,67219335,10191,447538
326,53,4,1190694538776,33248048199,168901.11920000034,74524959,11264,493662
327,53,5,1326988979356,37038874809,229060.4499999998,83685376,11967,550433
328,53,6,1411204792197,39271016180,287446.92000000016,89683100,12761,582296
329,54,0,1230220904730,36970159558,302642.954,86360807,8122,133533
330,54,1,1201553693184,36040620131,271600.1821999997,84238687,8011,130092
331,54,2,1149170406539,34313937637,236518.1419999998,80182529,7472,124200
332,54,3,1088951472102,33300955825,216690.51260000002,77978103,7541,121026
333,54,4,1159104863697,35073950710,243701.495,82627841,7692,127203
334,54,5,1288099083131,38878621088,341026.0379999994,91252620,8375,141009
335,54,6,1353754224572,40829087973,479939.9440000009,96575036,8971,147747
