,date,state,unit_sales
43,2017-01-04,Pastaza,8536.269000000004
44,2017-01-04,Pichincha,543055.8770000004
45,2017-01-04,Santa Elena,10568.078000000001
46,2017-01-04,Santo Domingo de los Tsachilas,32720.393
47,2017-01-04,Tungurahua,34310.61499999998
48,2017-01-05,Azuay,38579.96399999998
49,2017-01-05,Bolivar,7987.398999999998
50,2017-01-05,Chimborazo,8036.8009999999995
51,2017-01-05,Cotopaxi,14411.677999999994
52,2017-01-05,El Oro,23820.45400000001
53,2017-01-05,Esmeraldas,14851.551999999994
54,2017-01-05,Guayas,119831.59000000019
55,2017-01-05,Imbabura,8229.047
56,2017-01-05,Loja,10425.992999999999
57,2017-01-05,Los Rios,22426.758999999995
58,2017-01-05,Manabi,17820.65000000001
59,2017-01-05,Pastaza,6886.507
60,2017-01-05,Pichincha,421969.24000000046
61,2017-01-05,Santa Elena,7351.635000000005
62,2017-01-05,Santo Domingo de los Tsachilas,26862.91200000002
63,2017-01-05,Tungurahua,28128.773000000005
64,2017-01-06,Azuay,42976.23700000001
65,2017-01-06,Bolivar,7458.260000000001
66,2017-01-06,Chimborazo,6588.171
67,2017-01-06,Cotopaxi,12910.276
68,2017-01-06,El Oro,24379.124
69,2017-01-06,Esmeraldas,12008.623999999993
70,2017-01-06,Guayas,127639.27799999986
71,2017-01-06,Imbabura,7233.708000000003
72,2017-01-06,Loja,14396.402000000004
73,2017-01-06,Los Rios,19163.526000000005
74,2017-01-06,Manabi,18086.182000000004
75,2017-01-06,Pastaza,5752.761000000004
76,2017-01-06,Pichincha,475042.2440000003
77,2017-01-06,Santa Elena,9722.868000000002
78,2017-01-06,Santo Domingo de los Tsachilas,26194.815999999963
79,2017-01-06,Tungurahua,30047.76099999999
80,2017-01-07,Azuay,62797.49599999999
81,2017-01-07,Bolivar,13479.616999999997
82,2017-01-07,Chimborazo,11198.871
83,2017-01-07,Cotopaxi,17911.24
84,2017-01-07,El Oro,32577.316
85,2017-01-07,Esmeraldas,14444.522
86,2017-01-07,Guayas,141918.88000000018
87,2017-01-07,Imbabura,9934.523999999996
88,2017-01-07,Loja,19173.057000000023
89,2017-01-07,Los Rios,27709.43299999999
90,2017-01-07,Manabi,23401.743999999995
91,2017-01-07,Pastaza,7321.675
92,2017-01-07,Pichincha,635830.9649999997
93,2017-01-07,Santa Elena,11052.964000000002
94,2017-01-07,Santo Domingo de los Tsachilas,34836.21100000001
95,2017-01-07,Tungurahua,40217.784000000014
96,2017-01-08,Azuay,57500.516999999985
97,2017-01-08,Bolivar,9983.822999999999
98,2017-01-08,Chimborazo,7809.2689999999975
99,2017-01-08,Cotopaxi,15940.986
100,2017-01-08,El Oro,34508.80299999999
101,2017-01-08,Esmeraldas,16341.951000000006
102,2017-01-08,Guayas,163244.29200000004
103,2017-01-08,Imbabura,8543.126000000002
104,2017-01-08,Loja,19093.528999999988
105,2017-01-08,Los Rios,34620.409
106,2017-01-08,Manabi,30103.92900000002
107,2017-01-08,Pastaza,8250.717999999999
108,2017-01-08,Pichincha,699178.0890000011
109,2017-01-08,Santa Elena,8295.36
110,2017-01-08,Santo Domingo de los Tsachilas,37018.20900000002
111,2017-01-08,Tungurahua,42110.74100000004
112,2017-01-09,Azuay,44365.94299999998
113,2017-01-09,Bolivar,8398.524999999998
114,2017-01-09,Chimborazo,8218.719
115,2017-01-09,Cotopaxi,15048.759000000005
116,2017-01-09,El Oro,25791.36699999999
117,2017-01-09,Esmeraldas,13680.334000000003
118,2017-01-09,Guayas,105720.50899999999
119,2017-01-09,Imbabura,9777.865999999998
120,2017-01-09,Loja,10780.664000000004
121,2017-01-09,Los Rios,20168.714000000007
122,2017-01-09,Manabi,19413.625000000004
123,2017-01-09,Pastaza,6496.633000000002
124,2017-01-09,Pichincha,439697.32299999974
125,2017-01-09,Santa Elena,6932.361999999999
126,2017-01-09,Santo Domingo de los Tsachilas,29983.22400000001
127,2017-01-09,Tungurahua,29212.33
128,2017-01-10,Azuay,39825.16200000003
129,2017-01-10,Bolivar,7421.546999999997
130,2017-01-10,Chimborazo,8031.965000000003
131,2017-01-10,Cotopaxi,14196.071
132,2017-01-10,El Oro,23186.88000000001
133,2017-01-10,Esmeraldas,13718.527999999995
134,2017-01-10,Guayas,121779.84800000007
135,2017-01-10,Imbabura,8570.964
136,2017-01-10,Loja,10306.703000000001
137,2017-01-10,Los Rios,29049.928
138,2017-01-10,Manabi,16710.49299999999
139,2017-01-10,Pastaza,5230.628999999999
140,2017-01-10,Pichincha,383640.38700000115
141,2017-01-10,Santa Elena,6364.511999999998
142,2017-01-10,Santo Domingo de los Tsachilas,28106.060000000016
143,2017-01-10,Tungurahua,26495.891999999996
144,2017-01-11,Azuay,42597.24599999998
145,2017-01-11,Bolivar,6932.412
146,2017-01-11,Chimborazo,7170.878999999997
147,2017-01-11,Cotopaxi,12483.772
148,2017-01-11,El Oro,23738.743000000002
149,2017-01-11,Esmeraldas,11481.091999999993
150,2017-01-11,Guayas,119214.25900000005
151,2017-01-11,Imbabura,7226.880999999999
152,2017-01-11,Loja,13294.938999999997
153,2017-01-11,Los Rios,17755.14200000001
154,2017-01-11,Manabi,18891.73999999999
155,2017-01-11,Pastaza,6208.023000000005
156,2017-01-11,Pichincha,424036.2509999998
157,2017-01-11,Santa Elena,8383.105000000001
158,2017-01-11,Santo Domingo de los Tsachilas,25230.026999999995
159,2017-01-11,Tungurahua,26098.178999999996
160,2017-01-12,Azuay,38089.39100000001
161,2017-01-12,Bolivar,6185.414
162,2017-01-12,Chimborazo,6865.7869999999975
163,2017-01-12,Cotopaxi,10876.079999999994
164,2017-01-12,El Oro,21509.592999999993
165,2017-01-12,Esmeraldas,11110.139
166,2017-01-12,Guayas,98092.1269999998
167,2017-01-12,Imbabura,7757.763999999998
168,2017-01-12,Loja,8767.442000000003
169,2017-01-12,Los Rios,18595.992999999995
170,2017-01-12,Manabi,14946.334999999995
171,2017-01-12,Pastaza,4838.958
172,2017-01-12,Pichincha,331650.9400000006
173,2017-01-12,Santa Elena,7099.9039999999995
174,2017-01-12,Santo Domingo de los Tsachilas,20016.85299999998
175,2017-01-12,Tungurahua,23233.074
176,2017-01-13,Azuay,42506.31000000004
177,2017-01-13,Bolivar,6897.0949999999975
178,2017-01-13,Chimborazo,6798.071
179,2017-01-13,Cotopaxi,12010.564999999997
180,2017-01-13,El Oro,23099.403
181,2017-01-13,Esmeraldas,10479.62
182,2017-01-13,Guayas,118321.63100000001
183,2017-01-13,Imbabura,6652.128
184,2017-01-13,Loja,12452.685
185,2017-01-13,Los Rios,17470.607
186,2017-01-13,Manabi,18176.810999999998
187,2017-01-13,Pastaza,4944.048000000001
188,2017-01-13,Pichincha,425414.8950000006
189,2017-01-13,Santa Elena,11632.460999999998
190,2017-01-13,Santo Domingo de los Tsachilas,22722.026999999984
191,2017-01-13,Tungurahua,29320.587000000014
192,2017-01-14,Azuay,54263.36200000005
193,2017-01-14,Bolivar,12672.018000000002
194,2017-01-14,Chimborazo,10498.303000000002
195,2017-01-14,Cotopaxi,17294.574999999997
196,2017-01-14,El Oro,29934.614999999998
197,2017-01-14,Esmeraldas,13638.231000000003
198,2017-01-14,Guayas,142056.57800000024
199,2017-01-14,Imbabura,7981.256999999999
200,2017-01-14,Loja,17867.76
201,2017-01-14,Los Rios,25258.394999999997
202,2017-01-14,Manabi,23698.46900000001
203,2017-01-14,Pastaza,6891.972000000001
204,2017-01-14,Pichincha,576171.2659999994
205,2017-01-14,Santa Elena,13588.312000000004
206,2017-01-14,Santo Domingo de los Tsachilas,31196.258999999984
207,2017-01-14,Tungurahua,38039.164000000004
208,2017-01-15,Azuay,52961.87999999997
209,2017-01-15,Bolivar,9512.076
210,2017-01-15,Chimborazo,6861.423
211,2017-01-15,Cotopaxi,15278.267000000003
212,2017-01-15,El Oro,31709.544999999995
213,2017-01-15,Esmeraldas,17353.006999999998
214,2017-01-15,Guayas,169876.42099999965
215,2017-01-15,Imbabura,8179.079
216,2017-01-15,Loja,18400.679
217,2017-01-15,Los Rios,30900.899999999998
218,2017-01-15,Manabi,29676.04899999997
219,2017-01-15,Pastaza,7421.322999999999
220,2017-01-15,Pichincha,687957.4280000011
221,2017-01-15,Santa Elena,8991.625
222,2017-01-15,Santo Domingo de los Tsachilas,39364.054
223,2017-01-15,Tungurahua,41281.409999999974
224,2017-01-16,Azuay,43777.24999999995
225,2017-01-16,Bolivar,8530.65
226,2017-01-16,Chimborazo,8892.293999999996
227,2017-01-16,Cotopaxi,15074.272000000003
228,2017-01-16,El Oro,27609.400000000005
229,2017-01-16,Esmeraldas,13890.432
230,2017-01-16,Guayas,130079.33899999988
231,2017-01-16,Imbabura,8903.556
232,2017-01-16,Loja,11123.454000000002
233,2017-01-16,Los Rios,22795.675
234,2017-01-16,Manabi,21883.472999999998
235,2017-01-16,Pastaza,6213.200999999997
236,2017-01-16,Pichincha,440458.3899999993
237,2017-01-16,Santa Elena,7084.8420000000015
238,2017-01-16,Santo Domingo de los Tsachilas,28841.56
239,2017-01-16,Tungurahua,29330.877999999993
240,2017-01-17,Azuay,41113.324000000015
241,2017-01-17,Bolivar,6872.335999999999
242,2017-01-17,Chimborazo,7098.686999999999
243,2017-01-17,Cotopaxi,12878.495999999996
244,2017-01-17,El Oro,26689.347000000012
245,2017-01-17,Esmeraldas,13069.969
246,2017-01-17,Guayas,143500.35199999984
247,2017-01-17,Imbabura,7964.497000000002
248,2017-01-17,Loja,10835.468000000004
249,2017-01-17,Los Rios,23676.52900000002
250,2017-01-17,Manabi,17842.8
251,2017-01-17,Pastaza,5728.722000000001
252,2017-01-17,Pichincha,374599.5579999998
253,2017-01-17,Santa Elena,6431.415999999997
254,2017-01-17,Santo Domingo de los Tsachilas,26902.34000000001
255,2017-01-17,Tungurahua,25632.70200000001
256,2017-01-18,Azuay,48480.44700000002
257,2017-01-18,Bolivar,7393.620999999999
258,2017-01-18,Chimborazo,6300.921
259,2017-01-18,Cotopaxi,12027.497000000003
260,2017-01-18,El Oro,25152.461
261,2017-01-18,Esmeraldas,9898.625000000005
262,2017-01-18,Guayas,126654.5400000001
263,2017-01-18,Imbabura,7344.08
264,2017-01-18,Loja,13378.974999999999
265,2017-01-18,Los Rios,17426.863999999998
266,2017-01-18,Manabi,22607.60199999999
267,2017-01-18,Pastaza,4699.051000000002
268,2017-01-18,Pichincha,422154.55000000104
269,2017-01-18,Santa Elena,8279.134
270,2017-01-18,Santo Domingo de los Tsachilas,24774.470999999998
271,2017-01-18,Tungurahua,26083.18599999999
272,2017-01-19,Azuay,35710.54800000002
273,2017-01-19,Bolivar,6207.215000000001
274,2017-01-19,Chimborazo,6691.318
275,2017-01-19,Cotopaxi,11804.305
276,2017-01-19,El Oro,21566.964999999993
277,2017-01-19,Esmeraldas,11758.247999999992
278,2017-01-19,Guayas,97134.36899999986
279,2017-01-19,Imbabura,6513.408000000001
280,2017-01-19,Loja,8812.593999999997
281,2017-01-19,Los Rios,17380.990999999998
282,2017-01-19,Manabi,13297.634000000002
283,2017-01-19,Pastaza,4430.025999999997
284,2017-01-19,Pichincha,314912.1430000001
285,2017-01-19,Santa Elena,5918.671999999999
286,2017-01-19,Santo Domingo de los Tsachilas,21118.882999999998
287,2017-01-19,Tungurahua,23692.426000000003
288,2017-01-20,Azuay,41502.17100000002
289,2017-01-20,Bolivar,6254.809999999997
290,2017-01-20,Chimborazo,6320.1720000000005
291,2017-01-20,Cotopaxi,11211.035000000003
292,2017-01-20,El Oro,23165.822000000004
293,2017-01-20,Esmeraldas,12072.534999999996
294,2017-01-20,Guayas,119810.78500000015
295,2017-01-20,Imbabura,7452.859999999999
296,2017-01-20,Loja,10938.666000000005
297,2017-01-20,Los Rios,17465.54199999999
298,2017-01-20,Manabi,15610.940000000008
299,2017-01-20,Pastaza,4397.146999999999
300,2017-01-20,Pichincha,389002.4400000003
301,2017-01-20,Santa Elena,11599.571
302,2017-01-20,Santo Domingo de los Tsachilas,21670.002000000037
303,2017-01-20,Tungurahua,27229.19299999999
304,2017-01-21,Azuay,57549.27500000004
305,2017-01-21,Bolivar,13871.324999999999
306,2017-01-21,Chimborazo,10270.013999999996
307,2017-01-21,Cotopaxi,17049.372000000003
308,2017-01-21,El Oro,31549.702999999994
309,2017-01-21,Esmeraldas,14708.107999999998
310,2017-01-21,Guayas,142019.68200000018
311,2017-01-21,Imbabura,8890.928000000002
312,2017-01-21,Loja,20630.672000000013
313,2017-01-21,Los Rios,26877.50699999999
314,2017-01-21,Manabi,24551.997999999992
315,2017-01-21,Pastaza,7031.495
316,2017-01-21,Pichincha,614338.2850000014
317,2017-01-21,Santa Elena,14074.426000000016
318,2017-01-21,Santo Domingo de los Tsachilas,31915.253000000008
319,2017-01-21,Tungurahua,37393.682
320,2017-01-22,Azuay,50185.52199999998
321,2017-01-22,Bolivar,10045.645000000006
322,2017-01-22,Chimborazo,7060.706999999999
323,2017-01-22,Cotopaxi,16220.118999999999
324,2017-01-22,El Oro,32259.04200000001
325,2017-01-22,Esmeraldas,17530.099999999995
326,2017-01-22,Guayas,161477.24099999995
327,2017-01-22,Imbabura,9433.526000000007
328,2017-01-22,Loja,19068.115
329,2017-01-22,Los Rios,27681.96500000001
330,2017-01-22,Manabi,27949.211999999992
331,2017-01-22,Pastaza,6538.3899999999985
332,2017-01-22,Pichincha,677396.0799999997
333,2017-01-22,Santa Elena,8054.509000000002
334,2017-01-22,Santo Domingo de los Tsachilas,38117.89899999998
335,2017-01-22,Tungurahua,39195.287000000026
336,2017-01-23,Azuay,43474.01299999998
337,2017-01-23,Bolivar,8218.142
338,2017-01-23,Chimborazo,7479.757999999999
339,2017-01-23,Cotopaxi,14775.337999999998
340,2017-01-23,El Oro,27324.764999999996
341,2017-01-23,Esmeraldas,11998.358
342,2017-01-23,Guayas,129054.44699999993
343,2017-01-23,Imbabura,8927.185999999994
344,2017-01-23,Loja,11912.129000000006
345,2017-01-23,Los Rios,21423.881
346,2017-01-23,Manabi,19693.464000000007
347,2017-01-23,Pastaza,6555.550000000004
348,2017-01-23,Pichincha,423388.7449999987
349,2017-01-23,Santa Elena,6924.588999999997
350,2017-01-23,Santo Domingo de los Tsachilas,29083.888
351,2017-01-23,Tungurahua,27899.358999999982
352,2017-01-24,Azuay,38747.67799999998
353,2017-01-24,Bolivar,7615.519
354,2017-01-24,Chimborazo,8037.441000000002
355,2017-01-24,Cotopaxi,13072.322999999995
356,2017-01-24,El Oro,31797.814000000006
357,2017-01-24,Esmeraldas,13881.794999999998
358,2017-01-24,Guayas,121756.10000000021
359,2017-01-24,Imbabura,8295.723
360,2017-01-24,Loja,10158.003000000002
361,2017-01-24,Los Rios,21756.247000000025
362,2017-01-24,Manabi,16403.494000000006
363,2017-01-24,Pastaza,5067.823999999997
364,2017-01-24,Pichincha,367988.00400000025
365,2017-01-24,Santa Elena,5887.930999999997
366,2017-01-24,Santo Domingo de los Tsachilas,25916.69900000001
367,2017-01-24,Tungurahua,24893.179999999997
368,2017-01-25,Azuay,42321.918000000005
369,2017-01-25,Bolivar,7333.726000000002
370,2017-01-25,Chimborazo,6753.429
371,2017-01-25,Cotopaxi,12176.472000000005
372,2017-01-25,El Oro,28078.665999999965
373,2017-01-25,Esmeraldas,11236.943000000003
374,2017-01-25,Guayas,116499.05300000001
375,2017-01-25,Imbabura,7748.079000000001
376,2017-01-25,Loja,16419.218
377,2017-01-25,Los Rios,19013.43600000001
378,2017-01-25,Manabi,18248.12699999999
379,2017-01-25,Pastaza,4845.742000000002
380,2017-01-25,Pichincha,396213.11199999874
381,2017-01-25,Santa Elena,9533.676
382,2017-01-25,Santo Domingo de los Tsachilas,23052.147
383,2017-01-25,Tungurahua,24868.848999999987
384,2017-01-26,Azuay,32426.147999999994
385,2017-01-26,Bolivar,6122.477000000001
386,2017-01-26,Chimborazo,6324.343000000002
387,2017-01-26,Cotopaxi,11604.876999999991
388,2017-01-26,El Oro,21043.597000000012
389,2017-01-26,Esmeraldas,9552.806
390,2017-01-26,Guayas,89762.11600000008
391,2017-01-26,Imbabura,6395.886999999996
392,2017-01-26,Loja,8274.053000000002
393,2017-01-26,Los Rios,16577.305999999993
394,2017-01-26,Manabi,12589.02
395,2017-01-26,Pastaza,4497.8809999999985
396,2017-01-26,Pichincha,302443.1149999993
397,2017-01-26,Santa Elena,6414.675000000006
398,2017-01-26,Santo Domingo de los Tsachilas,21179.495999999996
399,2017-01-26,Tungurahua,21307.74000000001
400,2017-01-27,Azuay,37263.39000000004
401,2017-01-27,Bolivar,7224.577000000004
402,2017-01-27,Chimborazo,5555.984999999998
403,2017-01-27,Cotopaxi,12161.419999999996
404,2017-01-27,El Oro,21249.961000000003
405,2017-01-27,Esmeraldas,11150.938000000002
406,2017-01-27,Guayas,115269.56200000002
407,2017-01-27,Imbabura,6778.685000000002
408,2017-01-27,Loja,10368.24799999999
409,2017-01-27,Los Rios,17081.123999999996
410,2017-01-27,Manabi,16851.753000000004
411,2017-01-27,Pastaza,4882.083999999998
412,2017-01-27,Pichincha,396694.20699999976
413,2017-01-27,Santa Elena,11353.972
414,2017-01-27,Santo Domingo de los Tsachilas,22016.008999999987
415,2017-01-27,Tungurahua,26212.044000000005
416,2017-01-28,Azuay,49747.887000000104
417,2017-01-28,Bolivar,13202.284000000003
418,2017-01-28,Chimborazo,10731.969999999998
419,2017-01-28,Cotopaxi,17422.696999999996
420,2017-01-28,El Oro,30640.004000000008
421,2017-01-28,Esmeraldas,15433.53
422,2017-01-28,Guayas,138866.03599999996
423,2017-01-28,Imbabura,8309.659000000003
424,2017-01-28,Loja,18405.963000000003
425,2017-01-28,Los Rios,27114.75600000002
426,2017-01-28,Manabi,23583.66599999999
427,2017-01-28,Pastaza,6296.346000000001
428,2017-01-28,Pichincha,534258.969
429,2017-01-28,Santa Elena,15264.781
430,2017-01-28,Santo Domingo de los Tsachilas,31914.17500000001
431,2017-01-28,Tungurahua,36657.68300000001
432,2017-01-29,Azuay,49075.86100000005
433,2017-01-29,Bolivar,10057.205
434,2017-01-29,Chimborazo,8209.054
435,2017-01-29,Cotopaxi,15905.027000000004
436,2017-01-29,El Oro,30655.161999999993
437,2017-01-29,Esmeraldas,20271.673000000003
438,2017-01-29,Guayas,152444.57899999994
439,2017-01-29,Imbabura,7181.857000000002
440,2017-01-29,Loja,16296.550999999992
441,2017-01-29,Los Rios,28678.965000000007
442,2017-01-29,Manabi,30146.256000000005
443,2017-01-29,Pastaza,7848.357999999999
444,2017-01-29,Pichincha,612420.7450000012
445,2017-01-29,Santa Elena,8448.480000000005
446,2017-01-29,Santo Domingo de los Tsachilas,36696.49100000002
447,2017-01-29,Tungurahua,40830.72899999998
448,2017-01-30,Azuay,40630.745
449,2017-01-30,Bolivar,8798.016000000003
450,2017-01-30,Chimborazo,7023.928999999999
451,2017-01-30,Cotopaxi,14634.813000000004
452,2017-01-30,El Oro,25810.803999999996
453,2017-01-30,Esmeraldas,13472.794000000004
454,2017-01-30,Guayas,111866.01199999971
455,2017-01-30,Imbabura,8443.37
456,2017-01-30,Loja,10662.297000000004
457,2017-01-30,Los Rios,17441.55400000002
458,2017-01-30,Manabi,17104.652
459,2017-01-30,Pastaza,5636.261999999999
460,2017-01-30,Pichincha,360612.38200000086
461,2017-01-30,Santa Elena,6923.771
462,2017-01-30,Santo Domingo de los Tsachilas,23971.15300000001
463,2017-01-30,Tungurahua,25090.214000000007
464,2017-01-31,Azuay,39779.73599999999
465,2017-01-31,Bolivar,9067.790000000003
466,2017-01-31,Chimborazo,7377.070000000003
467,2017-01-31,Cotopaxi,14286.755000000003
468,2017-01-31,El Oro,25693.767000000003
469,2017-01-31,Esmeraldas,15443.978
470,2017-01-31,Guayas,142246.3149999999
471,2017-01-31,Imbabura,9418.124000000005
472,2017-01-31,Loja,9380.03
473,2017-01-31,Los Rios,27361.763
474,2017-01-31,Manabi,18922.263999999996
475,2017-01-31,Pastaza,6264.029
476,2017-01-31,Pichincha,392637.56099999906
477,2017-01-31,Santa Elena,6281.361999999999
478,2017-01-31,Santo Domingo de los Tsachilas,28788.75000000001
479,2017-01-31,Tungurahua,25272.991999999987
480,2017-02-01,Azuay,53518.92600000005
481,2017-02-01,Bolivar,9088.342
482,2017-02-01,Chimborazo,8287.286999999997
483,2017-02-01,Cotopaxi,15929.378000000002
484,2017-02-01,El Oro,31872.625999999993
485,2017-02-01,Esmeraldas,14961.476000000002
486,2017-02-01,Guayas,154078.42500000008
487,2017-02-01,Imbabura,8837.73
488,2017-02-01,Loja,15033.920999999997
489,2017-02-01,Los Rios,25383.37999999998
490,2017-02-01,Manabi,26397.17800000001
491,2017-02-01,Pastaza,7044.380999999998
492,2017-02-01,Pichincha,518516.12499999953
493,2017-02-01,Santa Elena,9877.274
494,2017-02-01,Santo Domingo de los Tsachilas,32147.01
495,2017-02-01,Tungurahua,30803.923999999977
496,2017-02-02,Azuay,40790.44900000001
497,2017-02-02,Bolivar,7530.557999999999
498,2017-02-02,Chimborazo,7272.122
499,2017-02-02,Cotopaxi,13762.154000000002
500,2017-02-02,El Oro,26017.823999999997
501,2017-02-02,Esmeraldas,14181.894000000004
502,2017-02-02,Guayas,123674.17900000008
503,2017-02-02,Imbabura,8629.314
504,2017-02-02,Loja,10065.821999999995
505,2017-02-02,Los Rios,22501.675000000003
506,2017-02-02,Manabi,17570.471999999998
507,2017-02-02,Pastaza,6794.6630000000005
508,2017-02-02,Pichincha,391475.6039999998
509,2017-02-02,Santa Elena,7093.497000000001
510,2017-02-02,Santo Domingo de los Tsachilas,25990.39300000003
511,2017-02-02,Tungurahua,25532.11300000001
512,2017-02-03,Azuay,44553.59999999997
513,2017-02-03,Bolivar,7535.532999999999
514,2017-02-03,Chimborazo,7217.436999999998
515,2017-02-03,Cotopaxi,14991.605000000009
516,2017-02-03,El Oro,28093.114999999994
517,2017-02-03,Esmeraldas,12694.385999999999
518,2017-02-03,Guayas,122524.47400000005
519,2017-02-03,Imbabura,7764.390999999998
520,2017-02-03,Loja,11307.348000000007
521,2017-02-03,Los Rios,20417.682000000008
522,2017-02-03,Manabi,20390.983999999982
523,2017-02-03,Pastaza,5846.384999999999
524,2017-02-03,Pichincha,461979.9670000011
525,2017-02-03,Santa Elena,13212.331000000006
526,2017-02-03,Santo Domingo de los Tsachilas,26005.681000000015
527,2017-02-03,Tungurahua,30132.23299999998
528,2017-02-04,Azuay,58321.86599999999
529,2017-02-04,Bolivar,15839.114
530,2017-02-04,Chimborazo,12652.474000000002
531,2017-02-04,Cotopaxi,20481.034999999996
532,2017-02-04,El Oro,34475.155999999995
533,2017-02-04,Esmeraldas,17363.721999999998
534,2017-02-04,Guayas,163854.8219999996
535,2017-02-04,Imbabura,9143.802999999994
536,2017-02-04,Loja,19085.871
537,2017-02-04,Los Rios,27534.19200000001
538,2017-02-04,Manabi,26503.598
539,2017-02-04,Pastaza,7484.504
540,2017-02-04,Pichincha,627573.9169999986
541,2017-02-04,Santa Elena,16576.161999999997
542,2017-02-04,Santo Domingo de los Tsachilas,36580.77300000002
543,2017-02-04,Tungurahua,39317.533
544,2017-02-05,Azuay,50060.08599999996
545,2017-02-05,Bolivar,10159.374000000003
546,2017-02-05,Chimborazo,7227.237000000002
547,2017-02-05,Cotopaxi,16373.526000000005
548,2017-02-05,El Oro,37707.54899999998
549,2017-02-05,Esmeraldas,21379.905000000002
550,2017-02-05,Guayas,173354.59300000026
551,2017-02-05,Imbabura,7699.388000000001
552,2017-02-05,Loja,16587.414
553,2017-02-05,Los Rios,30854.10200000001
554,2017-02-05,Manabi,31023.299000000003
555,2017-02-05,Pastaza,6994.604000000001
556,2017-02-05,Pichincha,647873.3149999994
557,2017-02-05,Santa Elena,10882.528
558,2017-02-05,Santo Domingo de los Tsachilas,44505.13299999997
559,2017-02-05,Tungurahua,39305.57800000001
560,2017-02-06,Azuay,40263.422000000035
561,2017-02-06,Bolivar,9209.128
562,2017-02-06,Chimborazo,8631.091
563,2017-02-06,Cotopaxi,14078.538999999999
564,2017-02-06,El Oro,27775.168999999998
565,2017-02-06,Esmeraldas,14352.762000000002
566,2017-02-06,Guayas,118841.65499999982
567,2017-02-06,Imbabura,9231.722
568,2017-02-06,Loja,10183.166000000003
569,2017-02-06,Los Rios,21154.972999999998
570,2017-02-06,Manabi,18678.512
571,2017-02-06,Pastaza,6061.004999999998
572,2017-02-06,Pichincha,424168.546999999
573,2017-02-06,Santa Elena,8014.849999999996
574,2017-02-06,Santo Domingo de los Tsachilas,28555.532000000003
575,2017-02-06,Tungurahua,27472.320999999993
576,2017-02-07,Azuay,40501.978999999985
577,2017-02-07,Bolivar,8465.440999999999
578,2017-02-07,Chimborazo,8524.733999999997
579,2017-02-07,Cotopaxi,14176.797000000002
580,2017-02-07,El Oro,26813.406
581,2017-02-07,Esmeraldas,14513.820999999993
582,2017-02-07,Guayas,117622.85999999996
583,2017-02-07,Imbabura,9097.433999999997
584,2017-02-07,Loja,9030.691
585,2017-02-07,Los Rios,21699.521000000004
586,2017-02-07,Manabi,16616.886000000002
587,2017-02-07,Pastaza,5891.424999999999
588,2017-02-07,Pichincha,386743.11400000047
589,2017-02-07,Santa Elena,6802.528
590,2017-02-07,Santo Domingo de los Tsachilas,26571.756999999987
591,2017-02-07,Tungurahua,26358.819
592,2017-02-08,Azuay,43578.81700000002
593,2017-02-08,Bolivar,7781.812999999998
594,2017-02-08,Chimborazo,6938.6299999999965
595,2017-02-08,Cotopaxi,11768.830000000002
596,2017-02-08,El Oro,29961.459000000017
597,2017-02-08,Esmeraldas,11386.786
598,2017-02-08,Guayas,110035.57499999992
599,2017-02-08,Imbabura,7722.3949999999995
600,2017-02-08,Loja,13017.181999999999
601,2017-02-08,Los Rios,18502.212999999992
602,2017-02-08,Manabi,19748.51500000001
